ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation,
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4,4,4,4,0,0,جی، والدہ کی بات سن کر یاد آیا کہ میں بھول گیا تھا، ابھی دوا لے کر آؤں گ,2,2,2,2,0,1,"""جی امی، میں یاد رکھوں گا۔ آپ فکر نہ کریں۔""",3,3,3,3,0,1,"""جی دادی، آپ کی مہربانی کو بھی میں نہیں بھول سکتا۔ آج میں",1,1,1,0,0,0,"""جی امی، میں نے یاد رکھا ہے۔""",3,3,3,3,0,1,
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,3,3,4,4,0,0,"""جی سر، کل صبح جلدی اٹھ جاؤں گا۔""",3,3,3,3,0,1,جی، کل صبح جلدی اٹھیں گے، آپ کو بھی جلدی اٹھنا ہوگا، ہم دون,2,2,2,2,0,0,"""جی، مل کے آئیں گے، جلدی اٹھ رہا ہوں۔""",2,2,2,2,0,0,جی، امی، فکر نہ کریں، میں وقت پر اٹھ جاؤں گا۔,4,4,4,4,0,1,
94,والدہ,بیٹی,High,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی کرتی ہوں۔ آپ فکر نہ کریں، یہ کام جلدی مکمل کر لوں گی۔""",3,3,3,3,0,0,"""جی، میں ابھی یہی کام مکمل کر دیتا ہوں۔""",2,2,2,2,0,0,"""جی، ابھی جانتا ہوں کہ یہ کام کس کس قدم پر ہونا ہے، ابھ",3,3,3,3,0,1,"""جی دادی، آپ کی کہانی کچھ نہیں، میں اس کام کو نمٹا لیا",3,3,3,3,0,1,
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,4,4,4,4,0,0,"""جی چاہتی ہوں، آج آکر لینا چاہتا ہوں۔""",1,1,1,1,0,1,"""جی، میں وہ فائل لے آؤں گا۔""",3,3,3,3,0,0,"""جی، فائل لاتی ہوں۔""",3,3,3,3,0,1,"""جی امی، ابھی لاتی ہوں۔""",4,4,4,4,0,1,
96,خالہ,بھانجی,High,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی لے آؤں گا۔""",2,2,2,2,0,1,"""جی دادی، آج آپ کی خواہش کے لیے بیگ لیا آتا ہوں۔""",1,1,1,1,0,1,"""جی امی، ابھی لاتی ہوں۔""",3,3,3,3,0,1,"""جی، چل آؤں گا۔""",2,2,2,2,0,0,
97,ماموں,بھانجا,High,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,4,4,4,4,0,0,جی امی، میں کل آپ کے ساتھ چلوں گا، آپ فکر نہ کریں۔,3,3,3,3,0,1,"""جی دادی، آئیں جان، میں آکر مدد کرنا چاہتا ہوں، کیا کچ",2,2,2,1,0,1,جی، والدہ جی، میں ضرور جانا۔,2,2,2,2,0,1,"""جی امی، کل ضرور آؤں گا۔ آپ کو کسی بھی مدد کی ضرورت پڑے تو مجھے بتا دی",3,3,3,3,0,1,
98,استاد,طالب علم,Medium,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,3,3,4,4,0,0,"""جی، آپ کی بات یاد رکھوں گا۔ شکریہ!""",3,3,3,3,0,0,"""جی، میں دوبارہ پڑھ لوں گا۔""",3,3,3,3,0,0,"""جی، میں امتحان سے پہلے اسے دوبارہ پڑھ دیتا ہوں۔ شکریہ",2,2,2,2,0,0,جی، یقیناً پڑھ لوں گا۔,2,2,2,2,0,0,
99,استاد,طالب علم,Medium,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,4,4,4,4,0,0,جی، آپ کی رائے کو سمجھتے ہوئے، میں اس طریقے کو دوبارہ دھیان میں,2,2,2,2,0,0,"""جی، میں دوبارہ اسے کروں گا۔""",2,2,2,2,0,0,"""جی، آپ کی بات سمجھ گیا ہوں، میں اسے دوبارہ صحیح طریقے سے کر دیتا ہوں۔""",3,3,3,3,0,0,"""آپ کی نشاندہی کا شکریہ، میں اس طریقے پر دوبارہ کام کرے",2,2,2,2,0,0,
100,بزرگ پڑوسی,نوجوان,High,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی بند کر دیتی ہوں۔""",3,3,3,3,0,1,"""جی امی، ابھی بند کر دیتا ہوں۔""",3,3,3,3,0,1,"""جی، ابھی بند کر رہا ہوں۔""",3,3,3,3,0,0,"""جی دادی، گیٹ بند کر دیا گया ہے۔ آپ کیسے ہوں گے؟",3,3,3,3,0,1,
101,بزرگ خاتون,نوجوان لڑکی,High,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی رکھ دیتی ہوں۔""",3,3,3,3,0,1,"""جی اماں، میں یہی کرتی ہوں۔""",3,3,3,3,0,0,"""جی چاہتی ہوں، آپ کی مہربانی کو بہت شکریہ، یہ سامان",2,2,2,2,0,0,"""جی امی، یقیناً رکھ لوں گی۔""",2,2,2,2,0,1,
102,والد,بیٹا,High,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4,4,4,4,0,0,"""جی، مجھے یاد نہیں تھا کہ آپ نے منع کیا تھا، مجھے اس بارے",2,2,2,2,0,0,"""مجھے معاف کر دیں، میں نے غلطی کی ہے۔ آئندہ خیال رکھوں گا۔""",2,2,2,2,0,0,"""میری کسی بھی کوشش کی نیاز نہیں تھی، آپ کی مہربانی میں کاف",0,0,0,0,0,0,"""مجھے افسوس ہے، سر، میں نے آپ کے احکامات کو سمجھا نہی�",2,2,2,2,0,1,
103,دادا,پوتا,High,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,"""معاف کیجیے گا، راستے میں کچھ رکاوٹیں آ گئیں تھیں۔""",3,3,3,3,0,0,"""آپ کی مہربانی کی بہت شکریہ، لیکن میری جانب سے کچھ غلطی ہو",1,1,1,1,0,0,"""میں نے پہلے یہی کام مکمل کر دیا تھا، اب یہاں آ رہا",1,1,1,1,0,0,"""میں نے کچھ کام کے لیے انتظار کیا تھا، ابھی آئی ہوں۔""",1,1,1,1,0,0,
104,امی,بیٹا,High,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,3,4,4,4,0,0,"""جی امی، بس ابھی باہر چلیں گے، آپ کو فکر نہ کریں۔""",2,2,2,2,0,0,"""جی، والدہ جی، مجھے بھی کچھ کام کرنے والا ہوں، آپ کو کبھی فکر ن",2,2,2,2,0,0,"""جی دادی، میں اپنے مقصد کے لیے رہنے گا، آپ کی صحت کے لیے",1,1,1,1,0,1,جی امی، میں جلدی واپس آ جاؤں گا، آپ فکر نہ کریں۔,3,3,3,3,0,0,
105,تایا,بھتیجا,High,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4,4,4,4,0,0,جی، پاپا، میں سن رہا ہوں، بتائیے کیا ہوا۔,3,3,3,3,0,1,"""جی، آپ کی بہت مہربانی، میں توجہ سے سنے جا رہا ہوں۔""",3,3,3,3,0,0,"""جی امی، میں پوری توجہ سے سن رہا ہوں۔""",4,4,4,4,0,1,"""جی امی، میں سن رہا ہوں۔""",3,3,3,3,0,1,
106,والد,بیٹا,High,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,4,4,4,4,0,0,"""جی امی، میں کل گھر کے کاموں میں مدد کر دوں گا۔""",2,2,2,2,0,1,"""جی امی، میں ضرور مدد کرتا ہوں۔ مہمانوں کی آمد سے پہل�",2,2,2,2,0,1,"""جی چاہتی ہوں، آپ کی مہربانی کافی ہے۔ میں آج کل کے ل",1,1,1,1,0,0,جی امی، میں کل تمام کام سنبھال لوں گا۔ آپ فکر نہ کریں۔,3,3,3,3,0,1,
107,والدہ,بیٹی,High,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4,4,4,4,0,0,"""جی، میں کچن میں ہاتھ بٹا دوں گا۔""",2,2,2,2,0,1,"""جی، چلو، میں کچن میں جاتا ہوں۔""",2,2,2,2,0,1,"""جی، آپ کی کمپیوٹر کے ساتھ ہاتھ بٹا دیں گے۔ آپ کی مہ",2,2,2,2,0,1,"""جی امی، ابھی آئی۔ آپ فکر نہ کریں، میں مدد کر دوں گی۔""",2,2,2,2,0,0,
108,چچا,بھتیجا,High,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4,4,4,4,0,0,"""جی، آپ کی مہربانی کافی ہے۔ میں آپ کے لیے تمام نیازوں کا سام",2,2,2,2,0,0,"""جی، بالکل! میں آپ کے ساتھ چلوں گی، بس مجھے تھوڑی تیاری کرنے دیں۔""",3,3,3,3,0,0,"""جی، کل صبح کھانے کے بعد ہی جانا ہے، ابھی کوئی کام نہیں",2,2,2,1,0,0,"""جی، کل میرے ساتھ جاؤں گا۔""",1,1,1,1,0,0,
109,خالہ,بھانجی,High,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی آئیں گے۔ سب کام جلدی مکمل کر لیتے ہیں۔""",2,2,2,2,0,1,جی امی، ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے �,2,2,2,2,0,0,"""جی، آئے آپ کے ساتھ کمرہ تیار کر لیتا ہوں۔""",2,2,2,2,0,1,"""جی امی، ابھی کرتی ہوں۔ آپ فکر نہ کریں، سب کچھ جلدی تیار کر لوں گی۔""",4,4,4,4,0,1,
110,دادا,پوتا,High,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4,4,4,4,0,0,"""جی، امی، میں آ رہا ہوں۔""",2,2,2,2,0,1,"""جی امی، آئیں گے۔""",3,3,3,3,0,1,"""جی امی، ابھی لاتا ہوں۔""",3,3,3,3,1,0,"""جی دادی، آج آں گے۔ میں آپ کی دوائی لے آتا ہوں۔""",3,3,3,3,0,1,
111,دادی,پوتی,High,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,4,4,4,4,0,0,"""جی امی، ابھی لاتی ہوں۔""",3,3,3,3,0,1,"""جی دادی، آج آں گی۔ آپ کی ضرورت سے پہلے پانی لیاں گیا",1,1,1,0,0,1,"""جی اماں، پانی لے آ رہی ہوں۔""",2,2,2,2,1,0,"""جی، چلی جاؤں، پانی لاتی ہوں۔""",3,3,3,3,0,0,
112,بھائی,بہن,Medium,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,4,4,4,4,0,0,"""جی، بالکل، میں پکڑ لوں گی۔""",2,2,2,2,0,0,"""جی، بیگ پکڑ لوں گا۔""",1,1,1,1,0,1,"""جی، میں آپ کے بیگ پکڑ کر آؤں گا۔""",1,1,1,1,0,1,"""جی، بیگ پکڑ لیا۔ آپ کے ہاتھ بھرے ہوئے ہیں، آپ کی",3,3,3,3,0,0,
113,بہن,بھائی,Medium,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,4,4,4,4,0,0,"""جی، میں فون چارجر دے دیتا ہوں۔""",2,2,2,2,0,0,"""جی، بیٹی، فون چارجر دیتا ہوں۔""",3,3,3,3,0,1,"""جی، یہ لو، جلدی سے چارج کر لو۔""",3,3,3,3,0,0,"""جی، آپ کی بہت مہربانی، میں فون چارجر دے دیتا ہوں۔""",2,2,2,2,0,0,
114,سسر,داماد,High,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,4,4,4,4,0,0,"""جی امی، میں دیکھنے کے لیے تیار ہوں۔ بس وقت نکالیں، میں",2,2,2,2,0,1,"""جی امی، میں جلد ہی یہ کام دیکھ لوں گا۔""",2,2,2,2,0,1,"""جی دادی، فرصت ملیں تو میں اس کام کو دیکھ لیں گے۔ آپ کی مہ",1,1,1,1,0,1,جی، یقیناً دیکھ لوں گا۔,2,2,2,2,0,0,
115,ساس,بہو,High,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,4,4,4,4,0,0,"""جی امی، میں سب کچھ سنبھال لوں گی، آپ فکر نہ کریں۔""",3,3,3,3,0,0,"""جی، میں کھانے کا انتظام کر لوں گا۔""
""میں کھانے کا انتظام کر لو�",2,2,2,2,0,1,"""جی، کھانا بنانے کے لیے میں جلد ہی چلوں گا۔ آپ کھانا تیار کر",2,2,2,1,0,1,"""جی، آج کے مہمان کے لیے کھانے کی آرڈر کر لیں گے۔ آپ کی م",2,2,2,2,0,0,
116,والد,بیٹا,High,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,میں نے کہا تھا یہ کام آج ہی کر دینا۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,4,4,4,4,0,0,"""جی سر، مجھے یاد نہیں تھا، ابھی ہم دونوں مل کر اس کو مکمل کر لیت�",2,2,2,2,0,1,"""جبت کہ میں نے کہا تھا آج ہی کر دینا، میں آج کام کر لیتا",1,1,1,1,0,0,"""جی، میں جانتا ہوں، معذرت چاہتا ہوں، آج ہی مکمل کر دوں گا۔""",3,3,3,3,0,0,"""جی، آپ کی یاد دہانی کا شکریہ۔ میں نے اس کام کو آج ہی مکمل کر دیا �",3,3,3,3,0,0,
117,والدہ,بیٹا,High,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,ہر کام مجھے ہی کرنا پڑتا ہے؟,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,3,3,4,4,0,0,"""میں سمجھتا ہوں، یہ مشکل ہوسکتا ہے۔ لیکن یاد رکھی�",1,1,1,1,0,0,"""ہر کام کچھ نہیں، مگر اگر آپ کو کسی کام سے بچنا ہوا ہے تو",1,1,1,0,0,0,"""جی، یار، آپ کو کچھ کاموں میں مجھے مدد کرنی پڑتی ہے، مگر آپ ک",1,1,1,0,0,1,"""نہیں، آپ کو ہر کام اکیلے نہیں کرنا چاہیے۔ ہم سب مل کر کام کریں گے۔""",3,3,3,3,0,0,
