ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
92,High,دادی,پوتی,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,"""دادی جی، مجھے یقین ہے کہ میں اپنی صحت کو محفوظ رکھوں گا،",,,,,,,جی دادی، میں وعدہ کرتی ہوں کہ وقت پر دوا لوں گی۔ آپ فکر نہ کریں۔,,,,,,,میں کافی توجہ سے فکر کرتا ہوں اور میری طبیعت کے بارے میں بھ,,,,,,,"""جی ہاں دادی، میں وقت پر دوا لیتا ہوں۔""
'''
### 2.0
### 2",,,,,,
93,High,والد,بیٹا,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,,,,,,,"""جی ہاں، میں اس پر توجہ دوں گا۔""
'''
Answer: ""جی ہاں، می�",,,,,,,"""جی، بابا، میں جلدی اٹھ جاؤں گا، لیکن کیا وہ کام بہت اہم �",,,,,,,بات کرنا میں نہیں، آج میں نہیں پڑسکتا۔,,,,,,,جی والد، میں وقت پر اٹھوں گا۔ آپ فکر نہ کریں۔,,,,,,
94,High,والدہ,بیٹی,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,,,,,,,"""جی امی، میں ابھی کرتی ہوں۔""",,,,,,,"""جی، ماما!"" [Answer in Urdu]'''
Answer: جی، ماما! (Yes, Mummy!) [Answer in Urdu]
Reasoning: بیٹی اپنی والد�",,,,,,,"""جی ماما، جانتے ہو کہ آپ بہت مشغول ہیں، میں اسے جلدی کر",,,,,,,میں کسی وقت کام نہیں لینے کی قدرت نہیں دار ہوں، والدہ اس کام ک,,,,,,
95,High,چچا,بھتیجا,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,,,,,,,بھٹوں سے جانتا ہوں کہ کیسے لینے کیسے لینے کی ضرورت نہیں,,,,,,,"""جی، چچا!"" (فائل لے کر چچا کے پاس پہنچ جاتا) ""یہ فائل ہ�",,,,,,,"""جی چچاجی، بس ابھی کیا کر رہے تھے؟ کیا یہ ضروری نہیں ہ",,,,,,,جی چچا، ابھی لاتا ہوں۔,,,,,,
96,High,خالہ,بھانجی,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,,,,,,,"""جی ہاں، خالہ!"" (Answer)
'''
Answer: ""جی ہاں، خالہ!"" (Answer)",,,,,,,میں نے دیکھا ہے کہ آپ کا بیگ کم رہا ہے، مگر اس کو لین,,,,,,,"""جی خالہ، ابھی لاتی ہوں۔""",,,,,,,خالہ جان، ابھی آپ کو کام کرنا ہے تو مجھے کچھ دیر بعد آنا دیجئے گا،,,,,,,
97,High,ماموں,بھانجا,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,,,,,,,جی ماموں، میں ضرور آؤں گا۔ آپ بتائیں، کیا کرنا ہے؟,,,,,,,مамوں کی مدد سے کرنا ہے، میں آئے ہوں۔,,,,,,,"""جی ماموں، میں تو آپ کے ساتھ جاؤں گا، لیکن کیا یہ ضروری ہ�",,,,,,,"""جی ماموں، میں آپ کے ساتھ جاؤں گا۔""
'''
The speaker is the nephew. The listener is the aunt",,,,,,
98,Medium,استاد,طالب علم,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,,,,,,,جی استاد، میں اس باب پر خاص توجہ دوں گا۔ شکریہ!,,,,,,,"""جی، استاد صاحب، میں اس بارے میں زیادہ محتاط رہوں گا."" (Answer)
'''
'''
'''
'''
'''
'''",,,,,,,میری تیاری کے لیے بہت شکریya، استاد جسے میں اس باب کو نکالنے,,,,,,,جی، بھائی! میں نے اس باب کو پڑھ لیا ہے لیکن مجھے مزید وضاحتات چا,,,,,,
99,Medium,استاد,طالب علم,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,,,,,,,اسٹیڈنٹ سے پوچھا جائے تو مجھے سمجھ آئے گا، کیا کیا کرو,,,,,,,"""جی ہاں، سر!"" (Answering with respect)
""مجھے سمجھ آتا ہے، میں اسے دوب",,,,,,,جی استاد، میں دوبارہ کوشش کروں گا۔ شکریہ!,,,,,,,میری تلاش کو ملاحظہ کر کے آپ نے بھی پیش کر لیے گے، میں نے ا,,,,,,
100,High,بزرگ پڑوسی,نوجوان,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,,,,,,,جی بالکل، چچا! ابھی بند کرتا ہوں۔,,,,,,,"""جی، ابھی بند کر رہا ہوں۔"" (Answer)
'''
Answer: ""جی، ابھی بند کر رہا",,,,,,,"""جی بھائی جان، چلو میں جاتا ہوں، لیکن پھر تم کیا کرو گے؟ ابھی ر",,,,,,,بزرگ پڑوسی! میں آج کسی کے ساتھ نکلنا چاہتا تھا، لیکن حالенно,,,,,,
101,High,بزرگ خاتون,نوجوان لڑکی,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,,,,,,,جی اماں، میں ابھی کرتی ہوں۔ آپ فکر نہ کریں۔,,,,,,,"""جی، اماں جان!"" (Yes, mother!) 

[Output only the utterance] 
Answer: ""بیٹی، ذرا یہ سامان اندر رک",,,,,,,میں آپ کی بنیاد پر سامان اندر رکھوں gi,,,,,,,جی، جی، بڑی خالو جان! میں ضرور کرتی ہوں، لیکن پہلے مجھے ک,,,,,,
102,High,والد,بیٹا,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,,,,,,,"""ابھی تو میں نے سمجھا تھا کہ آپ کو یہ کام پسند ہے، لیکن اب جب",,,,,,,"""ابا، مجھے معاف کر دیں، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔ میں وعدہ کرتا ہوں کہ آئندہ ایسا نہیں ہوگا۔""",,,,,,,میری میزبانی کی ضرورت ہے، میں نے کافی تیاری کی ہے۔,,,,,,,"""میں نے سوچا کہ یہ مجھے فائدہ پہنچائے گا، لیکن اب می�",,,,,,
103,High,دادا,پوتا,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,,,,,,,"""دادا، میں دوستوں کے ساتھ پڑھائی کر رہا تھا، اس لیے دیر ہو گئی۔""",,,,,,,دودا جان، میری طرف سے کچھ نہیں تھا، صبح کیلکٹ کرتے وقت میں نا,,,,,,,"""میں نے اپنا کام مکمل کر لیا ہے، اب میں گھر آ رہا ہوں�",,,,,,,"""دادی جان، مجھے بہت ساری ضروریات پورا کرنا تھا، اس لیے میں یہاں پر",,,,,,
104,High,امی,بیٹا,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,,,,,,,"""امن!"" (Answer in English)
'''
Answer: ""Yes, ma'am."" (Answer in English)
'''
Answer: ""جی ہاں، امی جان"" (",,,,,,,امنی، میری ماں! مجھے کوئی بات نہیں ہے، بس کام پر جاتا ہو�,,,,,,,اب تک نہ رہو، میں آج پڑھنا چاہتا ہوں۔,,,,,,,"""جی امی، میں خیال رکھوں گا۔ آپ فکر نہ کریں۔""",,,,,,
105,High,تایا,بھتیجا,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,,,,,,,تایا صاحب، میں سن رہا ہوں، پلیز جاری کریں۔,,,,,,,اب تک میری تجربیات نے میں نے دیکھا ہے، اس لئے مجھ سے نصیحت,,,,,,,جی تایا، میں سن رہا ہوں، آپ کی باتیں میرے لیے بہت اہم ہیں۔,,,,,,,"""جی ہاں، تایا جی.""

تایا:
""تمہاری عمر ابھی شروع نہیں ہوئی �",,,,,,
106,High,والد,بیٹا,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,,,,,,,"""جی ہاں، بابا!"" (فوری جواب) ""میں آپ کی مدد کرنے کے لئے حاضر �",,,,,,,"""جی، بابا! میں بھی جلدی کرتا ہوں۔ میرا کیا کرنا ہے؟""",,,,,,,اب تک مہمانوں کے لیے آپ نے کافی تیاری کی ہے، میں اس کام میں,,,,,,,جی ابو، میں فوراً مدد کرتا ہوں۔ آپ فکر نہ کریں۔,,,,,,
107,High,والدہ,بیٹی,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,,,,,,,"""جی ہاں، ماں!"" (Answer)",,,,,,,"""جی ماں، جانتے ہی ہوں، میں نے سب کو پانی دے دیا ہ�",,,,,,,میں آپ کیلئے کافی تیاری کر رہی ہوں، والدہ جس کچن میں مدد,,,,,,,جی امی، میں فوراً آتی ہوں۔,,,,,,
108,High,چچا,بھتیجا,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,,,,,,,میں آپ کے ساتھ جائیں گے، میں نے بھی کچھ لینا چاہیے۔,,,,,,,جی چچا، میں آپ کے ساتھ چلوں گا۔ آپ کی خدمت میں حاضر ہوں۔,,,,,,,"""جی چچاجی، مجھے بھی یہاں لے جائیے، میں تمہارے ساتھ",,,,,,,"""جی ہاں، میں تمہارے ساتھ جاؤں گا۔"" <<bhtija>> 
'''
The speaker",,,,,,
109,High,خالہ,بھانجی,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,,,,,,,"""جی، خالہ!"" (Answer)
'''
Answer: جی، خالہ! (Answer)",,,,,,,"""خالہ جان، بس یہ تو آسانی سے ہوسکتا ہے۔ میں نے کمرے",,,,,,,اب تیاری کرتا ہوں، لیکن آپ نے بھی کام کرنا پڑا گا۔,,,,,,,جی خالہ، میں فوراً کمرہ تیار کرتی ہوں۔ آپ فکر نہ کریں۔,,,,,,
110,High,دادا,پوتا,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,,,,,,,"""جی دادی جان، میں جانتا تھا کہ آپ کی دوائی کی ضرورت ہے، لیکن مجھے کیا ک",,,,,,,"""جی دادا، میں فوراً دوائی لے آؤں گا۔""
'''
Answer: 'جی دادا، میں فوراً دو",,,,,,,جی دادا، میں ابھی لے کر آتا ہوں۔ آپ فکر نہ کریں۔,,,,,,,بھائی، میری بانی سے ملنے جاکر میں آپ کی دوائی لیا آямیں۔,,,,,,
111,High,دادی,پوتی,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,,,,,,,جی دادی، ابھی لاتی ہوں۔,,,,,,,میں آرام آرام کر رہی ہوں، دادی سانچہ لاؤں۔,,,,,,,"""جی ہاں، دادی!"" (پانی لے آؤ) ""آپ کو کیا ضرورت ہے؟""
'''
The speaker is",,,,,,,"""جی دادی، چلو میں جانتا ہوں کہ آپ کو پانی کی ضرورت ہے، وہ آئ",,,,,,
112,Medium,بھائی,بہن,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,,,,,,,"""جی بھائی، میں پکڑ لیتی ہوں۔ آپ آرام سے سامان اٹھائیں۔""",,,,,,,"""کیا ہوا؟ ابھی کیا کر رہے ہو?""",,,,,,,"""بیگ؟ یقین نہیں! میں نے تو اسے دیکھا ہی نہیں۔",,,,,,,میں آپ کیلئے بیگ پکڑ لیں گی، صبر کریں وادی۔,,,,,,
113,Medium,بہن,بھائی,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,,,,,,,"""فون چارجر توڑ دیا تھا، ابھی خریدوں گا۔""
'''
### 2.0
#### 2.1",,,,,,,"""چلو آج تو میں نے اسے فرسٹ فرسٹ چارج کیا تھا، اب کتنی بار چارج کراؤ گ",,,,,,,"""ہاں، لے لو۔ یہ رہا، خیال رکھنا کہ زیادہ استعمال نہ کرو۔""",,,,,,,میری بہن، ذرا صبور رہیں میں آتا ہوں تاکہ فون چارجر دے دوں۔,,,,,,
114,High,سسر,داماد,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,,,,,,,"""جی ہاں، مجھے یاد ہے کہ آپ نے کیا کہا تھا۔ میں",,,,,,,جی ابو جی، بالکل! میں فوراً دیکھ لوں گا۔ آپ بے فکر رہیں۔,,,,,,,اب تک مجھے اس کام کو نہیں بتایا جس کے لیے مدد کی چاہئی ہے،,,,,,,,"""جی سسر جان، مجھے یقین ہے کہ آپ کو یہ کام کرنے میں مشکل ہوگ",,,,,,
