ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
89,Low,کزن,کزن,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,4,4,4,4,0,0,"""نہیں یار، تم نے پہلے بھی بہت کچھ کیا ہے۔ آج میں ہی ادا کرتا ہوں، تم بس خوش رہو!""",3,3,3,2,0,0,"""تمہارا شکریہ، لیکن مجھے یقین ہے کہ تمہاری دعوت کو قبول کرنا بھ",1,1,1,1,0,0,میں آپ کیلئے کچھ تیار کر رہا ہوں، آپ کسی کافیت نہیں ک,0,0,0,0,3,2,"""نہیں بھائی، تم نے مجھے کیا کہا؟ یہ تو تمہارا ہی کھ",0,0,0,0,3,0
90,Low,کزن,کزن,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,4,4,4,4,0,0,میری طرف سے بہتر نہیں ہو سکتا، آپ کا فیصلہ صادقہ ہے۔,1,1,1,0,1,0,"""کیوں؟ ابھی تو میں نے بھی اپنی حصے کو پورا ادا کیا ہے، تم بھ",1,1,1,0,1,0,"""ہاں، بالکل! یہ ٹھیک رہے گا۔""",3,3,3,2,0,0,"""جی ہاں، یہ ایک اچھا خیال ہے."" (Answer)
'''
Answer: ""جی ہاں",2,2,2,2,1,0
91,High,دادا,پوتا,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,4,4,4,4,0,0,بلکہ دادا، میں بھی اسے جانے کی تیاری کر رہا ہوں۔,1,1,1,1,0,0,"""جی، دادا جان! میں بھی آجاؤں، لیکن مجھے یہاں سے کچھ کام کر",1,1,1,1,1,0,جی دادا، میں آپ کے ساتھ چلوں گا۔,4,4,4,4,0,0,"""جی، دادا جی!"" (Answer)",3,3,3,3,0,0
92,High,دادی,پوتی,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4,4,4,4,0,0,"""دادی جی، مجھے یقین ہے کہ میں اپنی صحت کو محفوظ رکھوں گا،",1,1,1,1,0,0,جی دادی، میں وعدہ کرتی ہوں کہ وقت پر دوا لوں گی۔ آپ فکر نہ کریں۔,4,4,4,4,0,0,میں کافی توجہ سے فکر کرتا ہوں اور میری طبیعت کے بارے میں بھ,2,2,2,0,1,0,"""جی ہاں دادی، میں وقت پر دوا لیتا ہوں۔""
'''
### 2.0
### 2",3,3,3,3,0,0
93,High,والد,بیٹا,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,3,3,4,4,0,0,"""جی ہاں، میں اس پر توجہ دوں گا۔""
'''
Answer: ""جی ہاں، می�",2,2,2,2,0,0,"""جی، بابا، میں جلدی اٹھ جاؤں گا، لیکن کیا وہ کام بہت اہم �",3,3,3,3,0,0,بات کرنا میں نہیں، آج میں نہیں پڑسکتا۔,0,0,0,0,4,0,جی والد، میں وقت پر اٹھوں گا۔ آپ فکر نہ کریں۔,4,4,4,4,0,0
94,High,والدہ,بیٹی,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، میں ابھی کرتی ہوں۔""",4,4,4,4,0,0,"""جی، ماما!"" [Answer in Urdu]'''
Answer: جی، ماما! (Yes, Mummy!) [Answer in Urdu]
Reasoning: بیٹی اپنی والد�",2,2,2,2,0,0,"""جی ماما، جانتے ہو کہ آپ بہت مشغول ہیں، میں اسے جلدی کر",1,1,1,1,0,0,میں کسی وقت کام نہیں لینے کی قدرت نہیں دار ہوں، والدہ اس کام ک,0,0,0,0,3,0
95,High,چچا,بھتیجا,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,4,4,4,4,0,0,بھٹوں سے جانتا ہوں کہ کیسے لینے کیسے لینے کی ضرورت نہیں,0,0,0,0,3,2,"""جی، چچا!"" (فائل لے کر چچا کے پاس پہنچ جاتا) ""یہ فائل ہ�",2,2,2,2,0,0,"""جی چچاجی، بس ابھی کیا کر رہے تھے؟ کیا یہ ضروری نہیں ہ",1,1,1,1,1,0,جی چچا، ابھی لاتا ہوں۔,4,4,4,4,0,0
96,High,خالہ,بھانجی,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,4,4,4,4,0,0,"""جی ہاں، خالہ!"" (Answer)
'''
Answer: ""جی ہاں، خالہ!"" (Answer)",3,3,3,2,0,0,میں نے دیکھا ہے کہ آپ کا بیگ کم رہا ہے، مگر اس کو لین,1,1,1,0,3,0,"""جی خالہ، ابھی لاتی ہوں۔""",4,4,4,4,0,0,خالہ جان، ابھی آپ کو کام کرنا ہے تو مجھے کچھ دیر بعد آنا دیجئے گا،,0,0,0,0,1,2
97,High,ماموں,بھانجا,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,4,4,4,4,0,0,جی ماموں، میں ضرور آؤں گا۔ آپ بتائیں، کیا کرنا ہے؟,2,2,2,2,0,0,مамوں کی مدد سے کرنا ہے، میں آئے ہوں۔,0,0,0,0,3,0,"""جی ماموں، میں تو آپ کے ساتھ جاؤں گا، لیکن کیا یہ ضروری ہ�",2,2,2,2,0,0,"""جی ماموں، میں آپ کے ساتھ جاؤں گا۔""
'''
The speaker is the nephew. The listener is the aunt",4,4,4,4,0,0
98,Medium,استاد,طالب علم,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,3,3,4,4,0,0,جی استاد، میں اس باب پر خاص توجہ دوں گا۔ شکریہ!,4,4,4,4,0,0,"""جی، استاد صاحب، میں اس بارے میں زیادہ محتاط رہوں گا."" (Answer)
'''
'''
'''
'''
'''
'''",1,1,1,1,0,0,میری تیاری کے لیے بہت شکریya، استاد جسے میں اس باب کو نکالنے,1,1,1,0,2,0,جی، بھائی! میں نے اس باب کو پڑھ لیا ہے لیکن مجھے مزید وضاحتات چا,1,1,1,1,1,2
99,Medium,استاد,طالب علم,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,4,4,4,4,0,0,اسٹیڈنٹ سے پوچھا جائے تو مجھے سمجھ آئے گا، کیا کیا کرو,0,0,0,0,3,2,"""جی ہاں، سر!"" (Answering with respect)
""مجھے سمجھ آتا ہے، میں اسے دوب",1,1,1,1,0,0,جی استاد، میں دوبارہ کوشش کروں گا۔ شکریہ!,4,4,4,4,0,0,میری تلاش کو ملاحظہ کر کے آپ نے بھی پیش کر لیے گے، میں نے ا,0,0,0,0,3,0
100,High,بزرگ پڑوسی,نوجوان,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0,جی بالکل، چچا! ابھی بند کرتا ہوں۔,4,4,4,4,0,1,"""جی، ابھی بند کر رہا ہوں۔"" (Answer)
'''
Answer: ""جی، ابھی بند کر رہا",2,2,2,2,0,0,"""جی بھائی جان، چلو میں جاتا ہوں، لیکن پھر تم کیا کرو گے؟ ابھی ر",0,0,0,0,1,2,بزرگ پڑوسی! میں آج کسی کے ساتھ نکلنا چاہتا تھا، لیکن حالенно,0,0,0,0,3,0
101,High,بزرگ خاتون,نوجوان لڑکی,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4,4,4,4,0,0,جی اماں، میں ابھی کرتی ہوں۔ آپ فکر نہ کریں۔,4,4,4,4,0,0,"""جی، اماں جان!"" (Yes, mother!) 

[Output only the utterance] 
Answer: ""بیٹی، ذرا یہ سامان اندر رک",2,2,2,2,0,0,میں آپ کی بنیاد پر سامان اندر رکھوں gi,0,0,0,0,1,1,جی، جی، بڑی خالو جان! میں ضرور کرتی ہوں، لیکن پہلے مجھے ک,0,0,0,0,1,2
102,High,والد,بیٹا,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4,4,4,4,0,0,"""ابھی تو میں نے سمجھا تھا کہ آپ کو یہ کام پسند ہے، لیکن اب جب",0,0,0,0,2,1,"""ابا، مجھے معاف کر دیں، میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔ میں وعدہ کرتا ہوں کہ آئندہ ایسا نہیں ہوگا۔""",4,4,4,4,0,0,میری میزبانی کی ضرورت ہے، میں نے کافی تیاری کی ہے۔,0,0,0,0,4,0,"""میں نے سوچا کہ یہ مجھے فائدہ پہنچائے گا، لیکن اب می�",0,0,0,0,1,2
103,High,دادا,پوتا,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,"""دادا، میں دوستوں کے ساتھ پڑھائی کر رہا تھا، اس لیے دیر ہو گئی۔""",2,2,2,2,0,0,دودا جان، میری طرف سے کچھ نہیں تھا، صبح کیلکٹ کرتے وقت میں نا,0,0,0,0,3,0,"""میں نے اپنا کام مکمل کر لیا ہے، اب میں گھر آ رہا ہوں�",1,1,1,0,1,0,"""دادی جان، مجھے بہت ساری ضروریات پورا کرنا تھا، اس لیے میں یہاں پر",0,0,0,0,1,0
104,High,امی,بیٹا,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,3,4,4,4,0,0,"""امن!"" (Answer in English)
'''
Answer: ""Yes, ma'am."" (Answer in English)
'''
Answer: ""جی ہاں، امی جان"" (",0,0,0,0,1,0,امنی، میری ماں! مجھے کوئی بات نہیں ہے، بس کام پر جاتا ہو�,0,0,0,0,3,2,اب تک نہ رہو، میں آج پڑھنا چاہتا ہوں۔,0,0,0,0,4,0,"""جی امی، میں خیال رکھوں گا۔ آپ فکر نہ کریں۔""",4,4,4,4,0,0
105,High,تایا,بھتیجا,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4,4,4,4,0,0,تایا صاحب، میں سن رہا ہوں، پلیز جاری کریں۔,2,2,2,2,0,0,اب تک میری تجربیات نے میں نے دیکھا ہے، اس لئے مجھ سے نصیحت,0,0,0,0,3,1,جی تایا، میں سن رہا ہوں، آپ کی باتیں میرے لیے بہت اہم ہیں۔,4,4,4,4,0,0,"""جی ہاں، تایا جی.""

تایا:
""تمہاری عمر ابھی شروع نہیں ہوئی �",2,2,2,2,0,0
106,High,والد,بیٹا,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,4,4,4,4,0,0,"""جی ہاں، بابا!"" (فوری جواب) ""میں آپ کی مدد کرنے کے لئے حاضر �",2,2,2,2,0,0,"""جی، بابا! میں بھی جلدی کرتا ہوں۔ میرا کیا کرنا ہے؟""",1,1,1,1,0,0,اب تک مہمانوں کے لیے آپ نے کافی تیاری کی ہے، میں اس کام میں,1,1,1,0,1,0,جی ابو، میں فوراً مدد کرتا ہوں۔ آپ فکر نہ کریں۔,4,4,4,4,0,0
107,High,والدہ,بیٹی,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4,4,4,4,0,0,"""جی ہاں، ماں!"" (Answer)",1,1,1,1,0,0,"""جی ماں، جانتے ہی ہوں، میں نے سب کو پانی دے دیا ہ�",1,1,1,0,1,0,میں آپ کیلئے کافی تیاری کر رہی ہوں، والدہ جس کچن میں مدد,1,1,1,0,3,0,جی امی، میں فوراً آتی ہوں۔,4,4,4,4,0,0
108,High,چچا,بھتیجا,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4,4,4,4,0,0,میں آپ کے ساتھ جائیں گے، میں نے بھی کچھ لینا چاہیے۔,1,1,1,1,0,0,جی چچا، میں آپ کے ساتھ چلوں گا۔ آپ کی خدمت میں حاضر ہوں۔,4,4,4,4,0,0,"""جی چچاجی، مجھے بھی یہاں لے جائیے، میں تمہارے ساتھ",1,1,1,1,0,0,"""جی ہاں، میں تمہارے ساتھ جاؤں گا۔"" <<bhtija>> 
'''
The speaker",2,2,2,2,0,2
109,High,خالہ,بھانجی,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"""جی، خالہ!"" (Answer)
'''
Answer: جی، خالہ! (Answer)",1,1,1,1,0,0,"""خالہ جان، بس یہ تو آسانی سے ہوسکتا ہے۔ میں نے کمرے",1,1,1,1,0,0,اب تیاری کرتا ہوں، لیکن آپ نے بھی کام کرنا پڑا گا۔,1,1,1,1,1,0,جی خالہ، میں فوراً کمرہ تیار کرتی ہوں۔ آپ فکر نہ کریں۔,4,4,4,4,0,0
110,High,دادا,پوتا,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4,4,4,4,0,0,"""جی دادی جان، میں جانتا تھا کہ آپ کی دوائی کی ضرورت ہے، لیکن مجھے کیا ک",1,1,1,0,1,0,"""جی دادا، میں فوراً دوائی لے آؤں گا۔""
'''
Answer: 'جی دادا، میں فوراً دو",3,3,3,3,0,0,جی دادا، میں ابھی لے کر آتا ہوں۔ آپ فکر نہ کریں۔,4,4,4,4,0,0,بھائی، میری بانی سے ملنے جاکر میں آپ کی دوائی لیا آямیں۔,0,0,0,0,1,2
111,High,دادی,پوتی,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,4,4,4,4,0,0,جی دادی، ابھی لاتی ہوں۔,3,3,3,3,0,0,میں آرام آرام کر رہی ہوں، دادی سانچہ لاؤں۔,0,0,0,0,3,1,"""جی ہاں، دادی!"" (پانی لے آؤ) ""آپ کو کیا ضرورت ہے؟""
'''
The speaker is",1,1,1,0,2,1,"""جی دادی، چلو میں جانتا ہوں کہ آپ کو پانی کی ضرورت ہے، وہ آئ",1,1,1,0,1,0
112,Medium,بھائی,بہن,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,4,4,4,4,0,0,"""جی بھائی، میں پکڑ لیتی ہوں۔ آپ آرام سے سامان اٹھائیں۔""",4,4,4,4,0,0,"""کیا ہوا؟ ابھی کیا کر رہے ہو?""",0,0,0,0,2,1,"""بیگ؟ یقین نہیں! میں نے تو اسے دیکھا ہی نہیں۔",1,1,1,0,3,0,میں آپ کیلئے بیگ پکڑ لیں گی، صبر کریں وادی۔,1,1,1,1,1,0
