ID,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
96,خالہ,بھانجی,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,,,,,,,"""خالہ، آپ نے تو مجھے پکارنا بھول گیا!"" (اس کا نام) ""میں نے یہ",,,,,,,میری خالہ، اس کیا کرتی ہے؟ میری نظر میں وہ بہت مشغول ہوتی,,,,,,,خالہ جان، مجھے یقین ہے کہ وہ بیگ ابھی آپ کے کمرے میں,,,,,,,"""جی خالہ، میں ابھی لاتی ہوں!""",,,,,,
97,ماموں,بھانجا,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,,,,,,,"""جی ماموں، میں آپ کے ساتھ جاؤں گا۔""
'''
The speaker is the bhabhi (sister-in",,,,,,,"""جی ماموں، میں آپ کے ساتھ چلوں گا۔ بتائیں کیا کرنا ہے؟""",,,,,,,مамوں کے ساتھ جائے گا، میری بھی ضرورت ہے۔,,,,,,,"""جی ماموں، میں تو تیار ہوں، کیا کرنا ہے؟""",,,,,,
98,استاد,طالب علم,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,,,,,,,میں نے اسے جانتا ہوں، لیکن میری ذہانت کی قدرت کچھ محدود ہے،,,,,,,,"""جی، استاد صاحب، میں اسے دوبارہ پڑھنے جا رہا ہوں.""

استاد:
""ی",,,,,,,اساتذہ صاحب، مجھے یقین ہے کہ میں نے اس باب کو پڑھ لیا ہو,,,,,,,جی استاد، میں اس باب پر خاص توجہ دوں گا۔ شکریہ!,,,,,,
99,استاد,طالب علم,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,,,,,,,میری کوششوں کو مزید ترقی دینے کے لئے آپ کی رہنمای کیا جائے گ,,,,,,,جی استاد، میں دوبارہ کوشش کرتا ہوں۔ شکریہ!,,,,,,,اسٹیشن کے لیے یہ طریقہ بہتر ہوگا اگر ہم اسے یوں کریں,,,,,,,"""جی ہاں، استاد صاحب."" [Answering]
""میں یقین نہیں کر سکتا کہ مجھے",,,,,,
100,بزرگ پڑوسی,نوجوان,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,,,,,,,جی چچا، میں بند کر دیتا ہوں۔,,,,,,,"""جی، میں جانتا ہوں، بس ایک لمحہ دیں۔""
''مجھے کچھ دیکھ",,,,,,,"""جی، چلو کروں گا!""",,,,,,,بابا، حال میں نے کچھ خطرناک چیزیں دیکھی۔ میرے لیے اسے تائید,,,,,,
101,بزرگ خاتون,نوجوان لڑکی,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,,,,,,,میری بیٹی، آپ کے لئے سامان اندر رکھنا چاہتا ہوں۔,,,,,,,"""جی امی، میں ابھی رکھ دیتی ہوں۔""",,,,,,,"""جی ہاں امما، آج بہت تیز ہو کر آیا ہوں، میں اسے جلدی",,,,,,,"""جی ہاں، امی!"" (اسلام) [1]

[1] یہ جملہ صرف ایک مثال ہے. آپ",,,,,,
102,والد,بیٹا,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,,,,,,,"""مجھے افسوس ہے، میں اس بارے میں سوچنا چاہتا تھا.""

والد:
""",,,,,,,"""ابوالحسن، میں نے تو بس ایک دھوکے بازی کا جوش محسوس کیا تھا اور اس گیم کو",,,,,,,میری میزبانی کی ضرورت ہے پاکستان کے لیے، میں نے کافی آمادگی,,,,,,,"""ابا، مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ ٹھیک ہوگا، لیکن میں جانتا ہوں کہ میں نے غلطی کی ہے۔""",,,,,,
103,دادا,پوتا,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,,,,,,,"""دادا، میں دوستوں کے ساتھ کھیلنے گیا تھا اور وقت کا پتہ ہی نہیں چلا۔""",,,,,,,"""میں نے اپنا کام مکمل کر لیا، اب میں گھر جا رہا ہوں.""

دادا:
""تم",,,,,,,میرے لیے بہت زیادہ ترقیاتی کارکردگی ہوگی دادا، میں نے کچ,,,,,,,"""دادی جان، مجھے کچھ کام نکلے تھے، وہاں سے آتے ہوئ�",,,,,,
104,امی,بیٹا,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,,,,,,,مам، میں صرف کچھ وقت کے لیے رہنے چاہتا ہوں، آج میں کسی م,,,,,,,"""امن، بس ایک گھنٹے کے لئے نکل رہا ہوں اور پھر واپس",,,,,,,"""امی، فکر نہ کریں، میں جلدی واپس آ جاؤں گا۔""",,,,,,,امی جان، میں اچھی طرح فرما ہوں گا، بس تھوڑی دیر کے لیے نکل ج,,,,,,
105,تایا,بھتیجا,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,,,,,,,اب تیر کی زندگی میں کچھ اہم چیزیں ہیں، وہ صرف دنیا کے م,,,,,,,"""جی تایا، میں سن رہا ہوں، آپ بتائیں۔""",,,,,,,"""جی ہاں، تایا جان!"" (Answer in Urdu)",,,,,,,تایا جی، میں سن رہا ہوں! کیا کہنا ہے؟,,,,,,
106,والد,بیٹا,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,,,,,,,"""جی، بابا، میں آپ کی مدد کروں گا!"" (Answer)
'''
Answer: جی، بابا، میں آپ کی مدد کرو",,,,,,,"""جی والا، مجھے بھی انکی میزبانی کرنے میں خوشی ہوئی! میں سب کچھ کر",,,,,,,جی والد، میں فوراً شروع کر دیتا ہوں۔ آپ بتائیں کیا کرنا ہے؟,,,,,,,بابا، میں کم سے کم 45 مینuttain مہمان کی آمد کے لیے آئیں گے،,,,,,,
107,والدہ,بیٹی,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,,,,,,,جی ماں، جانتے ہیں، میں جا رہا ہوں۔ کیا تمہارا کچ,,,,,,,"""جی ہاں، ماں!"" (Answer)
'''
Answer: جی ہاں، ماں!''",,,,,,,میں آپ کیلئے کافی تیاری کرتی ہوں، والدہ کیا آپ کسی کے سات,,,,,,,"""جی امی، میں فوراً آتی ہوں۔ کیا کرنا ہے؟""",,,,,,
108,چچا,بھتیجا,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,,,,,,,"""جی ہاں، میں تمہارے ساتھ جاؤں گا."" <<bhtija>> 
#### bhtija",,,,,,,"میں نے کہا، ""بھائی، میں کسی تیزی سے نہیں جا سکتا، میں",,,,,,,"""جی چچا، میں تمہارے ساتھ جاؤں، مجھے بھی دیکھنا ہے",,,,,,,"""جی چچا، میں آپ کے ساتھ چلوں گا! کیا کیا خریدنا ہے؟""",,,,,,
109,خالہ,بھانجی,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,,,,,,,"""خالہ جان، یقیناً کر دوں گا، لیکن پہلے کچھ کھانا بناؤں ک�",,,,,,,"""جی خالہ، میں فوراً کمرہ صاف کر دیتی ہوں اور کچھ پھول بھی رکھ دوں گی۔""",,,,,,,بہاؤلی سے نشے لینے کے لیے آئیں، مہمان کی جانب سے کمیں کمرہ ت,,,,,,,"""جی ہاں، خالہ!"" (Answer)
'''
Answer: جی ہاں، خالہ! (Answer)",,,,,,
110,دادا,پوتا,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,,,,,,,"""جی دادی، جانتا ہوں، ابھی کچھ منٹ میں آئیں گا، تم ٹھیک",,,,,,,"""جی ہاں دادا، میں اسے لے کر آتا ہوں۔""
'''
### 2.0
###",,,,,,,بھائی، میری بانی نے بتایا تھا کہ میں کم زمانے میں نہیں آسکتا,,,,,,,"""جی دادا، میں ابھی لے کر آتا ہوں۔ آپ فکر نہ کریں۔""",,,,,,
111,دادی,پوتی,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,,,,,,,"""جی دادی، میں ابھی لاتی ہوں۔""",,,,,,,"""جی ہاں، دادی!"" (جیسے جیسے وہ گھر میں داخل ہوتے ہ",,,,,,,میں آئی ہوں جس وقت میں آتا ہے۔,,,,,,,"""جی دادی، آجاکلے پانی لاتا ہوں""",,,,,,
112,بھائی,بہن,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,,,,,,,"""جی بھائی، میں پکڑ لیتی ہوں۔ آپ آرام سے سامان لے آئیں۔""",,,,,,,میں آپ کے لیے بیگ پکڑ رہی ہوں، آپ کیا کچھ دلچسپی سے,,,,,,,"""جی ہاں، میں اسے پکڑ لیتی ہوں۔""
'''
Answer: جی ہاں",,,,,,,"""چلو چلو، میں لے لوں گا، لیکن پہلے یہ کیسٹ کے پاس رکھ دو",,,,,,
113,بہن,بھائی,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,,,,,,,"""ایک لمحے تک صبر کریں، مجھے کم سے کم 5 ذریعوں پڑنے چاہ",,,,,,,"""فون چارجر تو دیں گے، بس چند لمحات میں مل جائے گا۔""
'''
Answer: 'فون چارجر",,,,,,,"""ہاں، لے لو۔ یہ رہا، جلدی چارج کر لو!""",,,,,,,"""چلو آج تو میرا فون بھی چارج نہیں ہو رہا تھا، اب تمہاری ضر",,,,,,
114,سسر,داماد,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,جی ابا جی، میں دیکھ لیتا ہوں۔,,,,,,,بیٹا، میری سسر کی طرف سے ممکنہ فائدہ ہونے والی کام کو مدت دینے ک,,,,,,,"""یقیناً بابا، میں اس پر توجہ دوں گا۔""
'''
The speaker is playing the role of the son-in-law (دام",,,,,,,"""کیا ہوگا سسر جان! مجھے بھی ضرورت ہے، مگر آپ کو کرنے کا وقت",,,,,,,"""جی ابو، بالکل! آپ بتائیں کیا کرنا ہے، میں فوراً دیکھ لیتا ہوں۔""",,,,,,
115,ساس,بہو,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,,,,,,,میں نے قطار پڑھ لی جس میں مہمان کھانے کے لیے تمام طلبہ شامل کردہ ہی,,,,,,,"""جی امی، میں سب کچھ تیار کر لوں گی۔ آپ فکر نہ کریں، بس مجھے بتائیں کہ آپ کو کیا پسند ہے۔""",,,,,,,"""جی ہاں، مجھے یاد دلایا گیا تھا!"" (Answer)
'''
Answer: ""جی ہاں، مجھ",,,,,,,"""جی ساسی، مجھے بھی یاد ہو گیا تھا، میں نے پکوان بنانے کا پروگر",,,,,,
116,والد,بیٹا,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,میں نے کہا تھا یہ کام آج ہی کر دینا۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,,,,,,,"""میں جانتا ہوں، لیکن مجھے ابھی تک کام مکمل کرنے میں کچھ دن لگ",,,,,,,میری کسی بڑی کوشش کی چاہت ہے لیکن میں نے اس کو نہیں ک,,,,,,,اب بچے کی عمر ہوگئی ہے، مجھے اپنی زندگی میں اپنے فیصلے کرن,,,,,,,"""معاف کیجیے، ابو۔ میں نے کوشش کی، لیکن کچھ مسائل کی وجہ سے نہیں کر سکا۔ میں وعدہ کرتا ہوں کہ جلد ہی مکمل کر لوں گا۔""",,,,,,
117,والدہ,بیٹا,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,ہر کام مجھے ہی کرنا پڑتا ہے؟,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,,,,,,,"""ماں، میں آپ کی مدد کرنے کے لیے تیار ہوں۔ بتائیں، میں کیا کر سکتا ہوں؟""",,,,,,,"""نہیں ماں، میں بھی اپنی جگہ کچھ کرنے کی کوشش کروں گا",,,,,,,مам، تم نے کتنا بہت کام کیا ہے، میں بھی کچھ کمپنی کرتا ہو,,,,,,,"""میں نے اپنے دوست کو دیکھا، وہاں اس کے پاس ایک چھوٹا سا کاروب",,,,,,
118,تایا,بھتیجا,آپ کے تایا ایک ضروری کام میں مصروف ہیں اور آپ سے کچھ کاغذات منگواتے ہیں۔,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,جی تایا جان، ابھی لے آتا ہوں۔,,,,,,,"""جی، تایا!"" (Answer)",,,,,,,تایا جان، ابھی میں جلد آتا ہوں، بس چند منٹ پہلے کچھ کام کر رہ,,,,,,,"بھتیجا نے کہا، ""میں آتا ہے، میں آسانی سے آئے گا۔""",,,,,,,"""جی تایا، ابھی لاتا ہوں۔""",,,,,,
