ID,Topic,Power_Distance,Sensitivity,Register,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational _Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational _Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational _Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational _Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
91,Respect for Elders,High,Positive,Formal,دادا,پوتا,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,4,4,4,4,0,0,بلکہ دادا، میں بھی ایک بار بازار چلتا گا۔,1,1,1,1,1,1,"""جی، دادا! میں بھی آجاؤں، لیکن مجھے بتائیے کیا خریدنا ہے?""",2,2,2,2,1,0,جی دادا، میں آپ کے ساتھ چلوں گا! کیا ہم کچھ خاص خریدنے جا رہے ہیں؟,4,4,4,3,0,0,"""جی، دادا!"" میں آپ کے ساتھ جاؤں گا.

دادا: ""تمہارا شکریہ، بیٹا",4,4,4,3,0,0
92,Respect for Elders,High,Positive,Formal,دادی,پوتی,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4,4,4,4,0,0,دادی جی، مجھے تو یقین ہے کہ وہ میرے لیے ضروری نہیں �,0,0,0,0,4,3,"""جی دادی، میں یاد رکھوں گی۔ آپ فکر نہ کریں۔""",4,4,4,4,0,0,بیٹا، صحت کو کسی بھی تفریح سے زائد ہونے کیلئے وقت نہ دے۔,0,0,0,0,3,3,"""جی ہاں، دادی!"" (Answering)
""میں نے یقینی طور پر وقت پر دوا لی ہوگی."" (",3,2,3,1,1,0
93,Respect for Elders,High,Neutral,Formal,والد,بیٹا,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,3,3,4,4,0,0,"""جی ہاں، میں اس پر عمل کروں گا.""

(نوٹ کریں کہ یہ صرف ایک ممکن�",2,2,2,2,1,0,"""جی والا، میں جلدی اٹھ جاؤں گا، لیکن کیا وہ کام کیا ہے؟""",2,2,2,1,1,1,بابا نے مجھے کل صبح کام سے ساتھ جانے کی پابندی دی ہے۔ میں جلدی ا,0,0,0,0,3,3,جی بابا، میں وقت پر اٹھوں گا اور تیار رہوں گا۔,4,4,4,3,0,0
94,Respect for Elders,High,Positive,Informal,والدہ,بیٹی,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، میں ابھی کر دیتی ہوں۔""",4,4,4,4,0,0,"""جی، ماما!"" (اسلام) [Answer in Urdu]",2,2,2,2,1,1,"""ماں، مجھے بھی کام کرنا پڑے گا؟""",1,0,0,1,3,2,میری والدین، میں کافی وقت کھول رہا ہوں، اس لئے میں کچھ کام کر,0,0,0,0,3,3
95,Respect for Elders,High,Positive,Formal,چچا,بھتیجا,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,4,4,4,4,0,0,بھتیجا: چچا، میں آج کام میں تھا، لیکن ذرا صبح کے لیے میر,0,0,0,0,3,3,"""جی، چچا!"" (فائل لے کر) ""یہ ہے، چچا!"" 

[Output only the utterance.]
'''
b",2,2,2,2,1,0,چھوٹے چھوٹے کئی دھکیلا ہوئے کاغذ تھے، مجھے ان سب کو,0,0,0,0,3,3,"""جی چچا، میں ابھی لاتا ہوں۔""",4,4,4,4,0,0
96,Respect for Elders,High,Neutral,Formal,خالہ,بھانجی,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,4,4,4,4,0,0,"""خالہ، آپ نے تو مجھے پکارنا بھول گیا!"" (اس کا نام) ""میں نے یہ",1,1,1,0,3,2,میری خالہ، اس کیا کرتی ہے؟ میری نظر میں وہ بہت مشغول ہوتی,0,0,0,0,3,3,"""جی خالہ، میں ابھی لاتی ہوں!""",4,4,4,4,0,0,خالہ جان، مجھے یقین ہے کہ وہ بیگ ابھی آپ کے کمرے میں,1,1,1,1,2,2
97,Respect for Elders,High,Positive,Formal,ماموں,بھانجا,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,4,4,4,4,0,0,"""جی ماموں، میں آپ کے ساتھ چلوں گا۔ بتائیں کیا کرنا ہے؟""",2,2,2,2,1,0,مамوں کے ساتھ جائے گا، میری بھی ضرورت ہے۔,0,0,0,0,3,3,"""جی ماموں، میں تو تیار ہوں، کیا کرنا ہے؟""",3,3,3,3,0,0,"""جی ماموں، میں آپ کے ساتھ جاؤں گا۔""
'''
The speaker is the bhabhi (sister-in",4,4,4,3,0,0
98,Respect for Elders,Medium,Positive,Formal,استاد,طالب علم,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,3,3,4,4,0,0,جی استاد، میں اس باب پر خاص توجہ دوں گا۔ شکریہ!,3,3,3,3,0,0,"""جی، استاد صاحب، میں اسے دوبارہ پڑھنے جا رہا ہوں.""

استاد:
""ی",2,2,2,2,0,0,میں نے اسے جانتا ہوں، لیکن میری ذہانت کی قدرت کچھ محدود ہے،,0,0,0,0,3,3,اساتذہ صاحب، مجھے یقین ہے کہ میں نے اس باب کو پڑھ لیا ہو,1,1,1,1,2,2
99,Respect for Elders,Medium,Neutral,Formal,استاد,طالب علم,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,4,4,4,4,0,0,اسٹیشن کے لیے یہ طریقہ بہتر ہوگا اگر ہم اسے یوں کریں,1,1,1,1,3,2,"""جی ہاں، استاد صاحب."" [Answering]
""میں یقین نہیں کر سکتا کہ مجھے",1,1,1,1,1,0,جی استاد، میں دوبارہ کوشش کرتا ہوں۔ شکریہ!,4,4,4,4,0,0,میری کوششوں کو مزید ترقی دینے کے لئے آپ کی رہنمای کیا جائے گ,0,0,0,0,3,3
100,Respect for Elders,High,Positive,Formal,بزرگ پڑوسی,نوجوان,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,4,4,4,4,0,0,جی چچا، میں بند کر دیتا ہوں۔,3,3,3,3,0,0,"""جی، میں جانتا ہوں، بس ایک لمحہ دیں۔""
''مجھے کچھ دیکھ",1,1,1,1,1,0,"""جی، چلو کروں گا!""",2,1,2,1,2,1,بابا، حال میں نے کچھ خطرناک چیزیں دیکھی۔ میرے لیے اسے تائید,0,0,0,0,3,3
101,Respect for Elders,High,Neutral,Formal,بزرگ خاتون,نوجوان لڑکی,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,4,4,4,4,0,0,"""جی امی، میں ابھی رکھ دیتی ہوں۔""",3,3,3,3,0,1,"""جی ہاں، امی!"" (اسلام) [1]

[1] یہ جملہ صرف ایک مثال ہے. آپ",1,1,1,1,1,1,میری بیٹی، آپ کے لئے سامان اندر رکھنا چاہتا ہوں۔,0,0,0,0,3,3,"""جی ہاں امما، آج بہت تیز ہو کر آیا ہوں، میں اسے جلدی",1,1,1,1,2,2
102,Respect for Elders,High,Negative,Formal,والد,بیٹا,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,4,4,4,4,0,0,"""ابوالحسن، میں نے تو بس ایک دھوکے بازی کا جوش محسوس کیا تھا اور اس گیم کو",0,0,0,0,4,3,"""ابا، مجھے معاف کر دیں، میں نے سوچا تھا کہ یہ ٹھیک ہوگا، لیکن میں جانتا ہوں کہ میں نے غلطی کی ہے۔""",3,3,3,2,0,0,میری میزبانی کی ضرورت ہے پاکستان کے لیے، میں نے کافی آمادگی,0,0,0,0,3,3,"""مجھے افسوس ہے، میں اس بارے میں سوچنا چاہتا تھا.""

والد:
""",2,2,2,1,1,1
103,Respect for Elders,High,Negative,Formal,دادا,پوتا,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,4,4,4,4,0,0,"""دادا، میں دوستوں کے ساتھ کھیلنے گیا تھا اور وقت کا پتہ ہی نہیں چلا۔""",2,2,2,2,2,1,میرے لیے بہت زیادہ ترقیاتی کارکردگی ہوگی دادا، میں نے کچ,0,0,0,0,3,3,"""میں نے اپنا کام مکمل کر لیا، اب میں گھر جا رہا ہوں.""

دادا:
""تم",0,0,0,0,3,3,"""دادی جان، مجھے کچھ کام نکلے تھے، وہاں سے آتے ہوئ�",1,1,1,1,2,2
104,Respect for Elders,High,Positive,Informal,امی,بیٹا,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,3,4,4,4,0,0,"""امن، بس ایک گھنٹے کے لئے نکل رہا ہوں اور پھر واپس",2,2,2,2,1,1,امی جان، میں اچھی طرح فرما ہوں گا، بس تھوڑی دیر کے لیے نکل ج,1,1,1,1,1,1,مам، میں صرف کچھ وقت کے لیے رہنے چاہتا ہوں، آج میں کسی م,0,0,0,0,3,3,"""امی، فکر نہ کریں، میں جلدی واپس آ جاؤں گا۔""",4,4,4,4,0,0
105,Respect for Elders,High,Neutral,Formal,تایا,بھتیجا,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,4,4,4,4,0,0,تایا جی، میں سن رہا ہوں! کیا کہنا ہے؟,2,2,2,2,1,0,اب تیر کی زندگی میں کچھ اہم چیزیں ہیں، وہ صرف دنیا کے م,0,0,0,0,3,3,"""جی تایا، میں سن رہا ہوں، آپ بتائیں۔""",4,4,4,4,0,0,"""جی ہاں، تایا جان!"" (Answer in Urdu)",2,2,2,2,0,0
106,Family Obligations & Requests,High,Positive,Formal,والد,بیٹا,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,4,4,4,4,0,0,"""جی، بابا، میں آپ کی مدد کروں گا!"" (Answer)
'''
Answer: جی، بابا، میں آپ کی مدد کرو",2,2,2,2,0,0,"""جی والا، مجھے بھی انکی میزبانی کرنے میں خوشی ہوئی! میں سب کچھ کر",1,2,2,1,1,1,بابا، میں کم سے کم 45 مینuttain مہمان کی آمد کے لیے آئیں گے،,0,0,0,0,3,3,جی والد، میں فوراً شروع کر دیتا ہوں۔ آپ بتائیں کیا کرنا ہے؟,4,4,4,3,0,0
107,Family Obligations & Requests,High,Positive,Informal,والدہ,بیٹی,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,4,4,4,4,0,0,"""جی ہاں، ماں!"" (Answer)
'''
Answer: جی ہاں، ماں!''",2,2,2,2,1,1,جی ماں، جانتے ہیں، میں جا رہا ہوں۔ کیا تمہارا کچ,1,1,1,0,2,2,میں آپ کیلئے کافی تیاری کرتی ہوں، والدہ کیا آپ کسی کے سات,0,0,0,0,3,3,"""جی امی، میں فوراً آتی ہوں۔ کیا کرنا ہے؟""",4,4,4,3,0,0
108,Family Obligations & Requests,High,Neutral,Formal,چچا,بھتیجا,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,4,4,4,4,0,0,"میں نے کہا، ""بھائی، میں کسی تیزی سے نہیں جا سکتا، میں",0,0,0,0,3,3,"""جی چچا، میں آپ کے ساتھ چلوں گا! کیا کیا خریدنا ہے؟""",4,4,4,3,0,0,"""جی چچا، میں تمہارے ساتھ جاؤں، مجھے بھی دیکھنا ہے",2,1,2,1,2,2,"""جی ہاں، میں تمہارے ساتھ جاؤں گا."" <<bhtija>> 
#### bhtija",2,1,2,1,2,2
109,Family Obligations & Requests,High,Positive,Formal,خالہ,بھانجی,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,4,4,4,4,0,0,"""جی ہاں، خالہ!"" (Answer)
'''
Answer: جی ہاں، خالہ! (Answer)",1,1,1,1,1,1,"""خالہ جان، یقیناً کر دوں گا، لیکن پہلے کچھ کھانا بناؤں ک�",1,1,1,1,1,1,بہاؤلی سے نشے لینے کے لیے آئیں، مہمان کی جانب سے کمیں کمرہ ت,0,0,0,0,3,3,"""جی خالہ، میں فوراً کمرہ صاف کر دیتی ہوں اور کچھ پھول بھی رکھ دوں گی۔""",4,4,4,3,0,0
110,Family Obligations & Requests,High,Positive,Formal,دادا,پوتا,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,بیٹا، ذرا میری دوائی لے آؤ۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,4,4,4,4,0,0,"""جی دادی، جانتا ہوں، ابھی کچھ منٹ میں آئیں گا، تم ٹھیک",1,0,1,1,3,3,"""جی ہاں دادا، میں اسے لے کر آتا ہوں۔""
'''
### 2.0
###",3,3,3,3,0,0,"""جی دادا، میں ابھی لے کر آتا ہوں۔ آپ فکر نہ کریں۔""",4,4,4,4,0,0,بھائی، میری بانی نے بتایا تھا کہ میں کم زمانے میں نہیں آسکتا,0,0,0,0,3,3
111,Family Obligations & Requests,High,Neutral,Formal,دادی,پوتی,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,بیٹی، ذرا میرے لیے پانی لے آنا۔,جی دادی جان، ابھی لاتی ہوں۔,4,4,4,4,0,0,"""جی دادی، میں ابھی لاتی ہوں۔""",3,3,3,3,0,0,میں آئی ہوں جس وقت میں آتا ہے۔,0,0,0,0,3,3,"""جی ہاں، دادی!"" (جیسے جیسے وہ گھر میں داخل ہوتے ہ",3,3,3,3,0,0,"""جی دادی، آجاکلے پانی لاتا ہوں""",2,1,2,1,1,1
112,Family Obligations & Requests,Medium,Positive,Informal,بھائی,بہن,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,ہاں، دو، میں سنبھال لیتی ہوں۔,4,4,4,4,0,0,"""جی بھائی، میں پکڑ لیتی ہوں۔ آپ آرام سے سامان لے آئیں۔""",4,4,4,4,0,0,"""چلو چلو، میں لے لوں گا، لیکن پہلے یہ کیسٹ کے پاس رکھ دو",2,1,2,0,1,0,"""جی ہاں، میں اسے پکڑ لیتی ہوں۔""
'''
Answer: جی ہاں",4,4,4,3,0,0,میں آپ کے لیے بیگ پکڑ رہی ہوں، آپ کیا کچھ دلچسپی سے,1,1,1,0,1,0
113,Family Obligations & Requests,Medium,Neutral,Informal,بہن,بھائی,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,4,4,4,4,0,0,"""فون چارجر تو دیں گے، بس چند لمحات میں مل جائے گا۔""
'''
Answer: 'فون چارجر",2,2,2,2,1,1,"""چلو آج تو میرا فون بھی چارج نہیں ہو رہا تھا، اب تمہاری ضر",1,1,1,1,2,0,"""ہاں، لے لو۔ یہ رہا، جلدی چارج کر لو!""",4,4,4,3,0,0,"""ایک لمحے تک صبر کریں، مجھے کم سے کم 5 ذریعوں پڑنے چاہ",1,1,1,1,1,0
