Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Candidates
Urdu,Respect for Elders,بزرگ پڑوسی,نوجوان,High,Formal,Community respect,Positive,بیٹا، ذرا یہ گیٹ بند کر دو۔,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,جی انکل، ابھی بند کر دیتا ہوں۔
,,,,,,,,,,ٹھیک ہے۔
,,,,,,,,,,ہاں، کر دیتا ہوں۔
Urdu,Respect for Elders,بزرگ خاتون,نوجوان لڑکی,High,Formal,Gentle compliance,Neutral,بیٹی، ذرا یہ سامان اندر رکھ دو۔,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔
,,,,,,,,,,ابھی رکھتی ہوں۔
,,,,,,,,,,ٹھیک ہے۔
Urdu,Respect for Elders,والد,بیٹا,High,Formal,Authoritative command,Negative,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔
,,,,,,,,,,ٹھیک ہے، آئندہ ایسا نہیں ہوگا۔
,,,,,,,,,,یہ سب غلطی سے ہوا ہے۔
Urdu,Respect for Elders,دادا,پوتا,High,Formal,Mild reprimand,Negative,اتنی دیر کیوں ہو گئی؟,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔
,,,,,,,,,,دیر ہو گئی تھی، اس لیے دیر سے گھر آیا۔
,,,,,,,,,,اتنی دیر تو نہیں ہوئی، آپ اتنی فکر کیوں کر رہے ہیں؟
Urdu,Respect for Elders,امی,بیٹا,High,Informal,Emotional guidance,Positive,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔
,,,,,,,,,,امی، آپ کو اتنی فکر کرنے کی ضرورت نہیں، میں اپنا خیال رکھ سکتا ہوں۔
,,,,,,,,,,ٹھیک ہے امی۔
Urdu,Respect for Elders,تایا,بھتیجا,High,Formal,Hierarchical respect,Neutral,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔
,,,,,,,,,,جی تایا، بتائیں کیا بات ہے؟
,,,,,,,,,,تایا، میں ابھی مصروف ہوں، بعد میں بتا دیجیے گا۔
Urdu,Respect for Elders,دادا,پوتا,High,Formal,Deferential reassurance,Positive,بیٹا، سامان مجھے پکڑا دو، تم تھک گئے ہوگے۔,آپ بھاری سامان اٹھانے کی کوشش کر رہے ہیں۔ آپ کے دادا چاہتے ہیں کہ آپ آرام کریں اور وہ خود سامان اٹھا لیں۔,دادا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ سامان میں خود ہی اٹھا لوں گا۔
,,,,,,,,,,دادا، آپ رہنے دیں، آپ سے یہ سامان نہیں اٹھے گا۔
,,,,,,,,,,ٹھیک ہے دادا جان، اگر آپ اٹھانا چاہتے ہیں تو آپ ہی اٹھا لیں۔
Urdu,Respect for Elders,سینئر پروفیسر,لیکچرار,Medium,Formal,Respectful compliance,Positive,آپ کافی دیر سے کام کر رہے ہیں، کچھ دیر آرام کر لیجیے، باقی کام بعد میں ہو جائے گا۔,آپ کافی دیر سے مسلسل کام میں مصروف ہیں۔ آپ کے شعبے کے سینئر پروفیسر چاہتے ہیں کہ آپ کچھ دیر آرام کر لیں اور کام بعد میں جاری رکھیں۔,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔
,,,,,,,,,,سر، ابھی آرام کا وقت نہیں ہے، کام بہت زیادہ ہے، میں بعد میں دیکھ لوں گا۔
,,,,,,,,,,جی سر۔
Urdu,Respect for Elders,قریبی دوست,قریبی دوست,Low,Informal,Reciprocal cooperation,Positive,یار، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی سامان میں اٹھا لیتا ہوں۔,آپ اپنے قریبی دوست کے ساتھ سفر کر رہے ہیں اور کافی دیر سے سامان اٹھائے ہوئے ہیں۔ آپ کا دوست چاہتا ہے کہ آپ کچھ دیر آرام کریں اور باقی سامان وہ خود اٹھا لے۔,شکریہ یار، تمہاری بہت مہربانی۔ چلو، تھوڑی دیر تم اٹھا لو، پھر آگے میں سنبھال لوں گا۔
,,,,,,,,,,نہیں یار، میں خود اٹھا لوں گا، تم اپنا سامان سنبھالو۔
,,,,,,,,,,تمہیں اتنی فکر کرنے کی ضرورت نہیں، میں تھکا نہیں ہوں۔
Urdu,Family Obligations & Requests,والد,بیٹا,High,Formal,Duty acceptance,Positive,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔
,,,,,,,,,,ابو، میں ابھی تھوڑا مصروف ہوں۔
,,,,,,,,,,ابو، بعد میں دیکھ لیں گے۔
Urdu,Family Obligations & Requests,والدہ,بیٹی,High,Informal,Caring request,Positive,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔
,,,,,,,,,,امی، ابھی نہیں، آپ کسی اور سے کہہ دیں۔
,,,,,,,,,,امی، میں نے کہا نا کہ میں مصروف ہوں۔
Urdu,Family Obligations & Requests,چچا,بھتیجا,High,Formal,Respectful compliance,Neutral,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔
,,,,,,,,,,چچا، اگر ضروری ہے تو میں چل جاؤں گا۔
,,,,,,,,,,چچا، آپ خود چلے جائیں، مجھے بازار جانے کا شوق نہیں ہے۔
Urdu,Family Obligations & Requests,خالہ,بھانجی,High,Formal,Polite acceptance,Positive,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔
,,,,,,,,,,خالہ، ابھی نہیں، میں کچھ دیر بعد کر دوں گی۔
,,,,,,,,,,خالہ، میں ابھی مصروف ہوں۔
Urdu,Family Obligations & Requests,دادا,پوتا,High,Formal,Deferential duty,Positive,بیٹا، ذرا میری دوائی لے آؤ۔,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔
,,,,,,,,,,دادا، آپ خود لے لیں، میں ابھی باہر جا رہا ہوں۔
,,,,,,,,,,دادا، مجھے تھوڑا وقت لگ جائے گا، ابھی مصروف ہوں۔
Urdu,Family Obligations & Requests,دادی,پوتی,High,Formal,Respectful service,Neutral,بیٹی، ذرا میرے لیے پانی لے آنا۔,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,جی دادی جان، ابھی لاتی ہوں۔
,,,,,,,,,,دادی، پانی پاس ہی رکھا ہے۔
,,,,,,,,,,دادی، کسی اور کو بول دیں، میں مصروف ہوں۔
Urdu,Family Obligations & Requests,بھائی,بہن,Medium,Informal,Supportive request,Positive,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ہاں، دو، میں سنبھال لیتی ہوں۔
,,,,,,,,,,بھائی، ابھی نہیں، تم خود پکڑ لو، میرے ہاتھ بھی مصروف ہیں۔
,,,,,,,,,,بھائی، میں اپنا کام کر رہا ہوں، اپنا بیگ خود سنبھالو۔
Urdu,Family Obligations & Requests,بہن,بھائی,Medium,Informal,Casual request,Neutral,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ہاں، یہ رہا، استعمال کر لو۔
,,,,,,,,,,بہن، ابھی چارجر نہیں دے سکتا، تم کسی اور سے لے لو۔
,,,,,,,,,,بہن، میرا فون بھی چارج ہو رہا ہے، اپنا انتظام خود کر لو۔
Urdu,Family Obligations & Requests,سسر,داماد,High,Formal,Respect-based request,Positive,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,جی ابا جی، میں دیکھ لیتا ہوں۔
,,,,,,,,,,سسر، ابھی مصروف ہوں، یہ کام بعد میں دیکھوں گا۔
,,,,,,,,,,سسر، آپ کسی اور سے یہ کام کروا لیجیے، میرے پاس ابھی وقت نہیں ہے۔
Urdu,Family Obligations & Requests,ساس,بہو,High,Formal,Household duty,Neutral,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔
,,,,,,,,,,ساس، میں ابھی مصروف ہوں، آپ کسی اور سے کھانے کا انتظام کروا لیں۔
,,,,,,,,,,امی جان، آپ خود بتا دیں، میں دیکھتا ہوں کہ وقت ملا تو کر لوں گا۔
Urdu,Family Obligations & Requests,والد,بیٹا,High,Formal,Authoritative request,Negative,میں نے کہا تھا یہ کام آج ہی کر دینا۔,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔
,,,,,,,,,,ابو، ابھی یہ کام نہیں ہو سکے گا، کل کر دوں گا۔
,,,,,,,,,,ابو، میں نے کہا تھا نا کہ مصروف ہوں، آپ خود کر لیں۔
Urdu,Family Obligations & Requests,والدہ,بیٹا,High,Informal,Emotional pressure,Negative,ہر کام مجھے ہی کرنا پڑتا ہے؟,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔
,,,,,,,,,,امی، ہر کام تو میں نہیں کر سکتا، آپ کسی اور سے کروا لیں۔
,,,,,,,,,,امّی، آپ کسی اور سے کروا لیں، میں ابھی بہت تھکا ہوا ہوں۔
Urdu,Family Obligations & Requests,تایا,بھتیجا,High,Formal,Hierarchical request,Neutral,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,آپ کے تایا ایک ضروری کام میں مصروف ہیں اور آپ سے کچھ کاغذات منگواتے ہیں۔,جی تایا جان، ابھی لے آتا ہوں۔
,,,,,,,,,,تایا جان، یہ کاغذات ابھی نہیں مل رہے، تھوڑی دیر بعد لے آتا ہوں۔
,,,,,,,,,,تایا، میں ابھی ایک کام میں لگا ہوا ہوں، فارغ ہوتے ہی کاغذات لے آتا ہوں۔
Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Friendly request,Positive,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,آپ کا کزن ایک مختصر کام کے لیے باہر جا رہا ہے اور چاہتا ہے کہ آپ بھی ساتھ چلیں۔,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔
,,,,,,,,,,یار، اگر ضروری ہے تو چل لیتے ہیں، بس جلدی واپس آنا ہوگا۔
,,,,,,,,,,یار، آج میرا باہر جانے کا موڈ نہیں، تم اکیلے ہی چلے جاؤ۔
Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Dismissive request,Negative,یہ کام تو تم ہی کرو گے۔,آپ کا کزن بغیر پوچھے ذمہ داری آپ پر ڈال دیتا ہے۔,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔
,,,,,,,,,,ٹھیک ہے، کر دیتا ہوں، لیکن اگلی بار پہلے سے بتا دینا تاکہ میں تیار رہوں۔
,,,,,,,,,,یار، تم نے مجھ سے پوچھے بغیر فیصلہ کر لیا، یہ کام تم خود ہی کر لو۔
Urdu,Family Obligations & Requests,والدہ,بیٹی,High,Formal,Cooperative compliance,Positive,بیٹی، ذرا آ جاؤ، مہمانوں کی آمد سے پہلے کچھ کام باقی ہیں، میرے ساتھ ہاتھ بٹا دو۔,آپ کے گھر میں مہمان آنے والے ہیں اور ابھی کچھ تیاری باقی ہے۔ آپ کی والدہ چاہتی ہیں کہ آپ گھر کے کاموں میں ان کا ہاتھ بٹائیں تاکہ تمام تیاریاں وقت پر مکمل ہو جائیں۔,جی امی، ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے ہیں۔
,,,,,,,,,,میں ابھی ایک کام میں مصروف ہوں، تھوڑی دیر بعد آتی ہوں۔
,,,,,,,,,,امی، آپ کسی اور سے مدد لے لیں، میں ابھی یہ سب نہیں کر سکتی۔
Urdu,Family Obligations & Requests,بڑی بہن,چھوٹا بھائی,Medium,Informal,Cooperative compliance,Positive,ذرا بازار سے یہ ضروری سامان لے آؤ۔,آپ کی فیملی میں ایک خاندانی تقریب ہونے والی ہے اور کچھ ضروری سامان ابھی لانا باقی ہے۔ آپ کی بڑی بہن چاہتی ہیں کہ آپ بازار سے یہ سامان لے آئیں تاکہ تیاریاں وقت پر مکمل ہو جائیں۔,ٹھیک ہے باجی، ابھی لے آتا ہوں۔ اگر اور بھی کچھ چاہیے ہو تو بتا دیجیے گا۔
,,,,,,,,,,باجی، ابھی بازار جانا مشکل ہے، آپ کسی اور کو بھیج دیں۔
,,,,,,,,,,باجی، میں آج کافی مصروف ہوں، یہ سامان آپ خود لے آئیں۔
Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Cooperative compliance,Positive,ذرا یہ کام تم سنبھال لو۔,آپ اپنے کزن کے ساتھ ایک خاندانی تقریب کی تیاریوں میں مصروف ہیں اور ابھی کچھ کام باقی ہیں۔ آپ کا کزن چاہتا ہے کہ آپ ایک کام سنبھال لیں تاکہ تمام انتظامات وقت پر مکمل ہو جائیں۔,ٹھیک ہے، یہ کام میں سنبھال لیتا ہوں۔ تم باقی تیاری دیکھ لو، ہم مل کر سب وقت پر مکمل کر لیں گے۔
