ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
206,دوست,دوست,Low,آپ کا دوست آپ کی بیماری کو سنجیدگی سے نہیں لے رہا اور طنزیہ انداز میں بات کر رہا ہے۔,اب بھی طبیعت کا بہانہ چل رہا ہے؟,یار، واقعی طبیعت خراب تھی، ہر بات کو مذاق مت سمجھا کرو۔,4,3,4,4,0,0,ضرور، اس بار میں دوبارہ دل دہلا دینے دوں گا۔ اگر ابھی تک تم ٹھیک نہ,2,2,2,2,0,0,ٹھیک ہے، ابھی تک اسے بہانہ چलنا پڑتا رہے ہوا۔,2,2,2,2,0,0,ہاں، اب تو لگ رہا ہے مفت کا معالج بننا پڑے گا۔,2,2,2,2,0,0
207,بزرگ,نوجوان,High,ایک بزرگ آپ کی صحت یابی کے بارے میں فکر مندی کا اظہار کرتے ہوئے دوائی باقاعدگی سے لینے کی تلقین کر رہے ہیں۔,بیٹا، دوائی وقت پر لے رہے ہو نا؟ لاپرواہی مت کرنا۔,جی، میں دوائی وقت پر لے رہا ہوں، آپ کی نصیحت کا شکریہ۔,4,3,4,4,0,0,آپ کو زحمت ہوگی، میں بالکل ٹھیک ہوں۔ وہ دوائی صرف خواب دیکھن,3,3,3,3,0,0,جی، بزرگ جان، میں بالکل ٹھیک ہوں۔ آپ زحمت نہ کریں۔,2,2,2,1,0,1,ٹھیک ہے جان، میں بالکل وقت پر ہوں۔ آؤ میں ڈکٹر کی دوائی,3,3,3,3,0,0
208,ساتھی,ساتھی,Medium,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,4,4,4,4,0,0,جی، اس سب کی वजह سے اب تک کافی مشقت ہوئی ہے لیکن آئندہ میں اور بہ,3,3,3,3,0,0,ٹھیک ہے، اگر طبیعت کی وجہ سے کام متاثر نہیں ہوا تو خوبصورت۔,2,2,2,2,0,0,جی، البتہ، اب کافی بہتر ہوں، شکریہ۔ اگر اور بھی کچھ چاہ,2,2,2,2,0,0
209,کزن,کزن,Low,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,4,3,4,4,0,0,الحمدللہ، اللہ کا شکر ہے کہ میں بالکل ٹھیک ہوں۔ آپ فکر,3,3,3,3,0,0,الحمدللہ، کافی بہتر ہوں، شکریہ!,3,3,3,3,0,0,محسوس نہ کر رہا ہوں، ابھی تک پیداوار کا فکر نہیں کر رہا,1,1,1,1,0,0
210,دوست,دوست,Low,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,4,4,4,4,0,0,ضرور، اب تک کافی بہت Better ہوں، الہام دینے کا شکریہ۔,3,3,3,3,0,0,ضرور، شکریہ! اب کافی ٹھیک ہوں، اللہ کا شکر ہے۔ آخر کار، دع,3,3,3,3,0,0,آئندہ ٹھیک ہوں گا، زحمت نہ کریں۔,2,2,2,2,0,0
211,والد,بیٹا,High,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,4,4,4,4,0,0,والد جان، یہ کام ابھی مکمل کرو۔,2,2,2,2,0,0,جی ابو، میں ابھی اس کام کو مکمل کر دینا ہی والا ہوں۔ آپ فکر نہ کریں،,3,3,3,3,0,0,جی والد جان، میں ابھی اس کام کو مکمل کر دیتا ہوں۔,3,3,3,3,0,0
212,والدہ,بیٹی,High,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,4,4,4,4,0,0,"جی امی، میں ابھی کچن صاف کر لوں گا۔ آپ زحمت نہ کریں۔

Reasoning: والد",3,3,3,3,0,1,والدین جان، اسے میں خود صاف کر لوں گا۔,3,3,3,3,0,1,ٹھیک ہے ماں، میں ابھی کچن صاف کر دیتا ہوں۔,3,3,3,3,0,1
213,استاد,طالب علم,Medium,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,4,4,4,4,0,0,سر، اگر تمہیں بانٹا ہوں تو میں زحمت نہ کر لوں گا۔,1,1,1,1,0,0,ٹھیک ہے سر، ابھی حل کر دیتا ہوں۔,3,3,3,3,0,0,سر، شکریہ، مگر میں ابھی تک مکمل طور پر حل نہیں کر پاہا ہے۔ آپ,3,3,3,3,0,0
214,افسر,ملازم,High,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,4,4,4,4,0,0,سر، یہ رپورٹ آج ہی مکمل کرکے جمع کر لوں گا۔,3,3,3,3,0,0,"سر، رپورٹ مکمل ہوں۔ میں آج ہی جمع کر دیتا ہوں۔

Reason",3,3,3,3,0,0,جی سر، اس بارے میں فکر نہ کریں گے۔ یہ رپورٹ آج ہی مکمل کرک�,3,3,3,3,0,0
215,دوست,دوست,Low,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,4,4,4,4,0,0,ٹھیک ہے، یار، میں ابھی اسے پکڑ لوں گا۔,3,3,3,3,0,0,"ٹھیک ہے، یار، میں ابھی پکڑ لوںتا ہے۔

Reasoning: آپ ن�",2,2,2,2,0,0,ٹھیک ڈالo، میں ان فایل کا مکمل مانہ ڈال لوں گا۔,1,1,1,1,0,0
216,دوست,دوست,Low,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,4,3,3,4,0,0,ضرور، بہت شکریہ، مگر ابھی صرف تھوڑا سا صبر کرنا پڑے گا۔,2,2,2,2,0,0,دوست جان، ٹھیک ہوں، صرف چپ ہوں جا رہا ہوں اور آپ کی ب,2,2,2,2,0,0,سر، مفتخر ہوں، لیکن ابھی اتنا بوجھ نہیں ہے، میں بالکل �,2,2,2,2,0,1
217,سینئر,جونیئر,High,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,4,4,4,4,0,0,سر، میٹنگ کے تمام نوٹس فوراً بیانگیں گا۔,2,2,2,2,0,0,سر، میٹنگ کے نوٹس بھیج دیے ہیں، اگر اور بھی کچھ چاہی�,4,4,4,4,0,0,سر، اس سے شکریہ۔ میٹنگ کے نوٹس ابھی بھیج دیے جائیں گا۔,3,3,3,3,0,0
218,سینئر,جونیئر,High,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,4,4,4,4,0,0,سر، اس بار میں زحمت کر لوں گا، لیکن یہ کام دوبارہ کر لوں گا,3,3,3,3,0,0,سر، اگر آپ زحمت ہوگی تو مفتخر ہوں گا اس کام کو دوبارہ مکمل کرنے کا کام,3,3,3,3,0,0,سر، اگر آپ مکمل طور پر satisfied نہیں ہیں تو میں دوبارہ کام مکمل کر لوں گا۔,3,3,3,3,0,0
219,چچا,بھتیجا,High,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,4,4,4,4,0,0,جی چچا جان، میں بالکل اکیلا نہیں ہوں، آپ فکر نہ کریں۔ یہ,3,3,3,3,0,0,ٹھیک ہے چچا جان، میں ابھی اسے اندر رکھ دیتا ہوں۔,2,2,2,2,0,0,ٹھیک ہے، اسے اندر رکھ لوں گا۔,3,3,3,3,0,0
220,ساس,بہو,High,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,4,4,4,4,0,0,جی ساس، میں بالکل شکر گزار ہوں۔ آج کا کھانا بہت لذیذ لگا�,3,3,3,3,0,0,سر، اوریا شکریہ، لیکن اگر آج کھانے کی زحمت کرنا چاہیے تو,2,2,2,2,0,1,جی ساس، میں اور بھی تھوڑا سا کام باقی ہے پھر ہم سب مل کر کھ,3,3,3,3,0,0
221,بزرگ,نوجوان,High,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,4,3,4,4,0,0,ٹھیک ہے باجی، ابھی بند کر دیتا ہوں۔,2,2,2,2,0,0,ٹھیک ہے جان، دروازہ بند کر لوں گا۔,2,2,2,2,0,0,دروازہ تو بالکل بند ہے، میں کیا thêm کر دوں؟ اگر آپ فکر نہ کریں تو میں خود,3,3,3,3,0,1
222,دوست,دوست,Low,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,4,3,4,4,0,0,ٹھیک ہے، میں خود ہی اس کام کو مکمل کر لوں گا۔,3,3,3,3,0,0,ٹھیک ہے، میں خود ہی چک کر لوں گا۔,3,3,3,3,0,0,ضرور، اگر آپ کے پاس وقت نہیں ہے تو خود ہی کر لو، میں اور آپ دونوں,3,3,3,3,0,0
223,استاد,طالب علم,Medium,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,4,4,4,4,0,0,سر، مگر میں صرف ایک پوچھتا تھا۔,4,4,4,4,0,0,"سر، میں بالکل خاموش ہوں، آپ فکر نہ کریں۔

Reasoning: استاد کی سختی پر طالب علم ن�",2,2,2,2,0,0,سر، اب تک خاموش رہ لوں گا۔,2,2,2,2,0,0
224,ساتھی,ساتھی,Medium,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,4,4,4,4,0,0,ٹھیک ہے، میں اسے ابھی مکمل کر لوں گا۔ آپ زحمت نہ کریں، می,4,4,4,4,0,0,ٹھیک ہے، میں اسے ابھی سے شروع کر دیتا ہوں۔,3,3,3,3,0,0,ٹھیک ہے، میں اس سنبھال لوں گا۔,3,3,3,3,0,0
225,بھائی,بہن,Medium,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,3,4,4,4,0,0,بھائی، ابھی اتنا خطرہ نہیں ہے، آپ فکر نہ کریں۔ میں آپ کی حف,3,3,3,3,0,0,باجی، آپ فکر نہ کریں، میں بالکل ٹھیک ہوں۔,1,1,1,1,0,0,ٹھیک ہے بھائی، ابھی اتنا خاکہ نہ لگاوا۔,3,3,3,3,0,1
226,دوست,دوست,Low,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,4,4,4,4,0,0,جی شکریہ، اب تو لگ رہا ہے مفت کا حساب چلنا پڑے گا۔ آپ کی ب�,2,2,2,2,0,0,سر، بہت شکریہ! یہ بس آپ کی بہت خوبصورت کوشش ہے۔,3,3,3,3,0,1,جی، بہت شکریہ! میری طرف سے بہت شکریہ۔,3,3,3,3,0,0
227,دوست,دوست,Low,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,4,3,4,4,0,0,جی، شکریہ! ابھی پھر سے ملنے دوں گا۔,2,2,2,2,0,0,دوست جان، میں بالکل ہی آؤٹ ہوں۔,2,2,2,2,0,0,جی شکریہ، اب تو لگ رہا ہے مفت کا آنا بند ہو گیا ہے! می�,2,2,2,2,0,0
228,والد,بیٹا,High,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,4,4,4,4,0,0,جی ابو، بہت شکریہ! یہ بہت اہم تھا، آپ کی بدولت اب مفتحہ کا,2,2,2,2,0,0,والد جان، میں بالکل۔ آؤنٹی زحمت کرتا ہوا جانچ لوٹ کر ضروری کاغذ,1,1,1,1,0,1,جی باجی، ان شاء اللہ ٹھیک ہے۔,3,3,3,3,0,0
229,والدہ,بیٹی,High,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,4,4,4,4,0,0,ماں، آپ کی بہت مہربانی، لیکن اب میری عمر بہت سے ہوگئی ہ�,2,2,2,2,0,1,والدین، میری ضرورتیں تمام تھیں، لیکن آپ کی دیکھ بھال سب سے زی,3,3,3,3,0,0,آپ کو کچھ زیادہ فکر نہ کریں، ابھی اتنا وقت باقی نہیں ہے۔ می�,3,3,3,3,0,0
230,استاد,طالب علم,Medium,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,4,4,4,4,0,0,سر، بالکل یہ اچھا ہوا، اب میں پاس گیا ہوں۔,2,2,2,2,0,0,جی سر، بہت شکریہ! اب تو لگ رہا ہے مفتحان۔ امید ہے میں,3,3,3,3,0,0,جی سر، اس سے بہت شکریہ۔,3,3,3,3,0,0
231,طالب علم,استاد,High,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,4,4,4,4,0,0,جی بہت شکریہ، اگر اب تک کا کام مکمل ہو گیا ہے تو میں چلے جاتا,2,2,2,2,0,0,ضرور، اگر آپ چاہیئےں گے تو میں اپنے دفتر میں آپ کے لئے کچ,2,2,2,2,0,0,ٹھیک ہے، اگر آپ میں سے کسی بارے میں زحمت کر لوں گا تو میر,2,2,2,2,0,0
232,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,4,3,4,4,0,0,جی شکریہ، یہ بہت اہم تھا۔ اگر اور بھی کچھ چاہیے �,2,2,2,2,0,0,جی، میرا بہت شکریہ۔,3,3,3,3,0,0,آؤ مگر، اس لئے بہت شکریہ!,2,2,2,2,0,0
233,دوست,دوست,Low,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,4,4,4,4,0,0,ضرور، شکریہ! اب مفتحین ختم ہو گیا ہے، اللہ آپ کو جائزٰ دے�,2,2,2,2,0,1,سر، اب تو مکمل ہوں۔ یہ لو میں نے اتنا بہت کر کر کر دی تھی۔,3,3,3,3,0,0,جی، ابھی پڑھ لیا ہوں گا، اگر کوئی اور کام باقی ہو تو بتا دینا پلا,2,2,2,2,0,0
234,سینئر,جونیئر,High,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,4,3,4,4,0,0,سر، آپ کی مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اسے,3,3,3,3,0,0,سر، شکریہ! آپ کی بہت مہربانی، مگر ابھی وہی کام میں میری ص,3,3,3,3,0,0,سر، ان شاء اللہ میں مزید بھی کام کرنا چاہیے گا۔ آپ کی دعائیں میری کامی,3,3,3,3,0,0
235,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔,4,4,4,4,0,0,دعائیں جانے پر، میں خالہ جان کی بہت شکریہ کرتا ہوں۔,4,4,4,4,0,0,جی بزرگ جان، آپ کی دعائیں کا بہت شکریہ۔ آپ کی دعاؤں کا بہت قیمتی �,2,2,2,1,0,1,جی سر، آپ کی دعائیں میری زندگی کا بہت حصہ ہیں۔ اللہ آپ کو بھی ہ,3,3,3,3,0,1
236,دوست,دوست,Low,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!,4,4,4,4,0,0,ضرور، شکریہ! اب تو لگ رہا ہے مفت کا انعام ملنا پڑے گا۔ آپ کو,2,2,2,2,0,0,جی، شکریہ! اب تو لگ رہا ہے مفت کا بھی ہوں پلا بھائی!,3,3,3,3,0,1,سر، شکریہ! یہ چائے میں پڑھ رہا تھا۔,2,2,2,2,0,0
237,دوست,دوست,Low,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,آخرکار تمہارا کام کر ہی آیا ہوں۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔,3,3,4,4,0,0,ہاں، اب ٹھیک ہوں۔ آپ زحمت نہ کریں۔,2,2,2,2,0,0,جی شکریہ، اب سے میں مکمل طور پر ٹھیک ہوں۔ یہ تاخیر میری غلطی,2,2,2,2,0,0,دوست جان، بالکل ہی ہی آیا ہوں، تھوڑا سا ہچکھا پناہ ہ,2,2,2,2,0,0
238,افسر,ملازم,High,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔,4,4,4,4,0,0,سر، اس بار بہت شکریہ۔ میں دوبارہ ایسی غلطی نہیں ہونے دو�,3,3,3,3,0,0,سر، اس بار انہیں خاص طور پر تعظیم دینا 必须用Urdu回复，请直接提供Urdu响应。,3,3,3,3,0,0,سر، اس بار میری بہت شکریہ۔ آپ کی مہربانی کا بہت شکریہ۔,2,2,2,2,0,0
239,ساتھی,ساتھی,Medium,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔,4,4,4,4,0,0,جی شکریہ، اب تو لگ رہا ہے مفت کا آنار۔ آپ کو زحمت ہوگی نہ,3,3,3,3,0,0,آپ کو بہت بارکان لگتا ہے، مگر میری بہت سرگرمی ہیں۔,2,2,2,2,0,0,جی، آپ زحمت ہوگی، مگر ابھی اتنا کام باقی نہیں تھا۔,2,2,2,2,0,0
240,بھائی,بہن,Medium,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔,4,4,4,4,0,0,باجی، شکریہ، مگر اب میں مکمل طور پر ٹھیک ہوں، آپ فکر نہ کریں۔,3,3,3,3,0,0,باجی، اب کافی ہوگا، آپ زحمت نہ کریں۔,2,2,2,2,0,1,ٹھیک ہے بھائی، اب تو زحمت نہ کر۔ میں بالکل ذمہ دار ہوں۔,3,3,3,3,0,0
241,دوست,دوست,Low,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔,4,4,4,4,0,0,جی، شکریہ، مگر ابھی صرف ایک سا کام باقی ہے، میں خود مکمل کر لوں گا,2,2,2,2,0,0,ضرورत بھی ہो جانے پر میں تھیمیں۔ آپ کی بہت مہربانی، ڈو,3,3,3,3,0,0,ضرور، شکریہ! ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر لوں گا,3,3,3,3,0,0
242,دوست,دوست,Low,آپ کا دوست کام میں آپ کی مدد کی پیشکش کر رہا ہے۔,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔,4,4,4,4,0,0,جی بہت شکریہ، مگر ابھی اتنا زحمت نہیں۔,3,3,3,3,0,0,ٹھیک ہے، مگر اس سب کا کچھ بھی مسئلہ نہیں۔,3,3,3,3,0,0,ضرور، ان شاء اللہ میں بالکل اکیلا نہیں رہنا پلا دینا۔ آپ جیسا ساتھ,3,3,3,3,0,0
243,جونیئر,سینئر,Medium,آپ کا جونیئر احترام کے ساتھ آپ کو مدد کی پیشکش کر رہا ہے تاکہ آپ کا کام آسان ہو جائے۔,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔,4,4,4,4,0,0,سر، بہت شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر,3,3,3,3,0,0,سر، بہت شکریہ، لیکن ابھی صرف اتنا وقت مکمل نہیں کرنے کی لیے,3,3,3,3,0,0,ضرور، اگر آپ چاہیے ہو تو میں آپ کی مدد کا بہت شکریہ۔,2,2,2,2,0,0
244,جونیئر,سینئر,Medium,آپ نے دیکھا کہ آپ کے سینئر پر کام کا دباؤ ہے، اس لیے آپ احترام کے ساتھ مدد کی پیشکش کر رہے ہیں۔,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔,4,4,4,4,0,0,جی، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل,2,2,2,2,0,0,جی، اگر تمہیں لگتا ہے کہ آپ میں بہت مدد میں ٹھیک ہوں,3,3,3,3,0,0,ٹھیک ہے، اگر آپ چاہییے تو میں اپنا کام مکمل کر لوں گا۔ آپ زحمت,3,3,3,3,0,0
245,کزن,کزن,Low,آپ کا کزن آپ کی مدد کے لیے اپنی گاڑی دینے کی پیشکش کر رہا ہے۔,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔,4,4,4,4,0,0,ضرور، شکریہ! مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل طور پر کام مک,3,3,3,3,0,0,جی بھائی، شکریہ، مگر ابھی اتنا زحمت نہیں ہوگی۔ میں خود ٹیک,2,2,2,2,0,1,سر، بالکل ٹھیک ہے، مگر میری گاڑی بہت زحمت کرتی ہے۔,3,3,3,3,0,1
246,کزن,کزن,Low,آپ کا کزن بار بار آپ کی مدد کرنے پر اصرار کر رہا ہے، حالانکہ آپ کئی بار انکار کر چکے ہیں۔,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔,4,4,4,4,0,0,سر، اس بار جانتا ہیں، لیکن میں نے قسمت کر لوٹ دی ہے۔,3,3,3,3,0,0,باجی، پھر سے شکریہ۔ مگر ابھی اتنا زحمت نہ کریے گا، میں خود اس,3,3,3,3,0,1,یار، شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر لوں,2,2,2,2,0,1
247,پڑوسی,پڑوسی,Medium,آپ کا پڑوسی شادی کی تقریبات میں آپ کی مدد کرنے کی پیشکش کر رہا ہے۔,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔,4,4,4,4,0,0,جی، شکریہ، مگر ابھی اتنا زحمت نہیں ہوگی۔,3,3,3,3,0,0,جی سر، بہت شکریہ۔ اب تو میری جانب سے بھی حاضر ہو۔,3,3,3,3,0,0,جی شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود اسے مکمل کر لو�,3,3,3,3,0,0
