ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
208,ساتھی,ساتھی,Medium,ایک ساتھی آپ کی بیماری کے اثرات کے بارے میں پوچھ رہا ہے۔,طبیعت کی وجہ سے کام متاثر تو نہیں ہوا؟,کام مکمل ہو گیا تھا، اتنی بھی طبیعت خراب نہیں تھی جتنا سمجھا جا رہا ہے۔,1,1,1,1,0,0,جی، طبیعت کی وجہ سے اب تک کام پر بہت اثر نہیں ہوا۔,1,1,1,1,0,0,جی، ان وجہ سے میرے کام میں کوئی تاثیر نہیں ہے۔,3,3,3,3,0,0,جی، طبعیت کی وجہ سے کچھ کام متاثر ہوئے مگر سب سے اہم کام مکمل �,2,2,2,2,0,0
209,کزن,کزن,Low,آپ کا کزن بیماری کے بعد آپ کی خیریت دریافت کر رہا ہے۔,اب کیسا محسوس کر رہے ہو؟,طبیعت تو بہتر ہے، لیکن بیماری نے کافی پریشان کر دیا تھا۔,2,2,2,2,0,0,الحمدللہ یار، اب پہلے سے بہتر محسوس کر رہا ہوں۔ میری,2,2,2,2,0,0,الحمدللہ پہلے سے بہتر محسوس کر رہا ہوں۔,3,3,3,3,0,0,جی، اب پہلے سے بہتر ہوں، شکریہ!,1,1,1,1,0,0
210,دوست,دوست,Low,دوست بے صبری اور ہلکے طنزیہ انداز میں آپ کی صحت کے بارے میں پوچھ رہا ہے۔,آخر کب تک بیمار رہنے کا ارادہ ہے؟,ہاں یار، اب بہتر ہوں، لیکن اتنی جلدی بھی سب کچھ ٹھیک نہیں ہوتا۔,3,3,3,3,0,0,آپ زحمت، اب تک سارا دن میں تھوڑی دیر تمارین کرتا ہوں گا، پھر,3,3,3,3,0,0,ارے یار، ابھی آگے میں تھوڑی دیر مزید بیمار رہنے کا ارادہ,2,2,2,2,0,0,آپ کی بہت مبارک ہیں، جان دیوی! میری صحت کی فکر نہ کریں، ا,2,2,2,2,0,0
211,والد,بیٹا,High,والد آپ کو ایک ضروری کام فوراً مکمل کرنے کی ہدایت دے رہے ہیں۔,یہ کام ابھی مکمل کرو۔,جی ابو، ابھی کر دیتا ہوں۔,3,3,3,3,0,0,پہل سے بہتر، آپ کی ضرورت پڑی تو میں نے جلدی مکمل کر لی۔,3,3,3,3,0,0,جی دادا، میں فوراً یہ کام مکمل کر دوں گا۔ اس سے پہلے اگر ممکن ہو,3,3,3,3,0,1,جی، والد جان، میں ابھی یہ کام مکمل کر لوں گا۔,3,3,3,3,0,0
212,والدہ,بیٹی,High,والدہ گھر کے کام کے سلسلے میں آپ کو کچن صاف کرنے کی ہدایت دے رہی ہیں۔,کچن صاف کر دو۔,جی امی، ابھی کچن صاف کر دیتی ہوں۔,1,1,1,1,0,0,"جی امی، ابھی کچن صاف کر دیتا ہوں۔ آپ فکر نہ کریں۔
سر، اس سب کام",1,1,1,1,0,0,جی، ابھی یہی چاہتی ہوں۔,3,3,3,3,0,0,جی امی، اب حتمی کروں گی۔,4,4,4,4,0,0
213,استاد,طالب علم,Medium,استاد کلاس میں آپ کو بورڈ پر سوال حل کرنے کی ہدایت دے رہے ہیں۔,یہ سوال بورڈ پر حل کرو۔,جی سر، میں ابھی اس سوال کو حل کرنے کی کوشش کرتا ہوں۔,2,2,2,1,0,0,جی، ابھی میں یہ سوال بورڈ پر حل کروں گا۔,2,2,2,1,0,0,جی، ابھی ہوں گا، شروع کرتی ہوں۔,3,3,3,3,0,0,سر، آپ کی ہدایت کے مطابق، یہی سوال حل کرتا ہوں۔ آئندہ کوشش,3,3,3,3,0,0
214,افسر,ملازم,High,افسرآپ کو ایک اہم رپورٹ وقت پر جمع کرانے کی ہدایت دے رہا ہے۔,یہ رپورٹ آج ہی مکمل کرکے جمع کرائیں۔,جی سر، میں یہ رپورٹ آج ہی جمع کرا دوں گا۔,3,3,3,3,0,0,جی سار، آج ہی مکمل رپورٹ جمع کر لیتا ہوں۔,3,3,3,3,0,0,سر، معذرت چاہتی ہوں، میں آج یہ رپورٹ مکمل نہیں کر سکو,3,3,3,3,0,0,جی، افسر صاحب، میں آج ہی یہ رپورٹ مکمل کر کے آپ کی ऑफیس جمع کر دوں گا�,2,2,2,2,0,0
215,دوست,دوست,Low,آپ دونوں ایک ساتھ کام کر رہے ہیں اور آپ کا دوست آپ سے فائل مانگ رہا ہے۔,یار، ذرا وہ فائل مجھے پکڑا دو۔,بالکل، میں ابھی دے دیتا ہوں۔,2,2,2,2,0,0,بھائی، تم اچھی فکر کر، میں سنبھال لوں گا۔,2,2,2,2,0,0,"سر، یار، سوری! ابھی آگے میں پکڑ لوں گا، تم فکر نہ کرو۔

جی ی",2,2,2,2,0,0,جی یار، ان شاء اللہ وہ فائل آپ کے لیے پکڑ لوں گا۔,2,2,2,2,0,0
216,دوست,دوست,Low,آپ کا دوست غصے یا جھنجھلاہٹ میں آپ کو خاموش رہنے کا کہہ رہا ہے۔,بس چپ ہو جاؤ اور میری بات سنو۔,ٹھیک ہے یار، لیکن آرام سے بھی بات کر سکتے ہو۔,2,2,2,2,0,0,جی، سوری۔ آئندھی تم پتہ نہیں، میں کہاں سے آ گیا �,2,2,2,2,0,0,جھنجھلاہٹ ڈھونڈ لو، پھر آئندہ کی بہتیں سنبھال لو۔,2,2,2,2,0,0,بھائی، میں سوری نہیں لوں گا، ابھی تم زحمت نہ کر، پھر آگے,3,3,3,3,0,0
217,سینئر,جونیئر,High,سینئر آپ سے میٹنگ کی دستاویزات جلد از جلد شیئر کرنے کا کہہ رہا ہے۔,میٹنگ کے نوٹس فوراً بھیج دو۔,جی سر، میں ابھی نوٹس بھیج دیتا ہوں۔,1,1,1,1,0,0,سر، آپ کی ضرورت پر، آپ کی جگہ۔ آپ فوراً نوٹس بھیج دیتے,1,1,1,1,0,0,"آپ کی درخواست کا شکریہ۔ میٹنگ کی دستاویزیں فوری طور پر بھیجی جائیں گی۔
بہ",4,4,4,4,0,0,جی، ابھی ہی بھیجوں گا۔,4,4,4,4,0,0
218,سینئر,جونیئر,High,سینئر کام کے معیار سے مطمئن نہیں ہے اور  آپ کو اسے دوبارہ کرنے کا حکم دے رہا ہے۔,یہ کام دوبارہ کرنا پڑے گا۔,جی سر، میں اسے دوبارہ کر دیتا ہوں۔,3,3,3,3,0,0,جی، میرے سنبھال لو۔ میں انٹی جائیں گا اور آرام کردیتا ہوں۔,3,3,3,3,0,0,آپ کی تجاویز کا شکریہ۔ میں یہ کام پھिर سے مکمل کر لوں گا تاکہ آپ,1,1,1,1,0,0,سر، میں سارا کام دوبارہ مکمل کر دیتا ہوں اگر آپ چاہیں گی۔ آپ کی ب�,3,3,3,3,0,0
219,چچا,بھتیجا,High,چچا گھر کے کام میں آپ سے مدد لے رہے ہیں۔,یہ سامان اندر رکھ دو۔,جی چچا جان، میں ابھی یہ سامان اندر رکھ دیتا ہوں۔,2,2,2,2,0,0,چچا، آپ کی بہت مہربانی۔ میں یہ سب کام مکمل کر دیتا ہوں، پھ,2,2,2,2,0,0,جی چچا، اب رکھ لوں گا۔,2,2,2,2,0,0,جی، آپ کی بہت مبارک ہو۔ آئندہ کی بہت مبارکیاں۔,3,3,3,3,0,0
220,ساس,بہو,High,ساس گھر کے کام کاج کے حوالے سے آپ کو ہدایت دے رہی ہیں۔,آج کھانا وقت پر تیار ہونا چاہیے۔,جی امی جان، کھانا وقت پر تیار ہو جائے گا۔,2,2,2,2,0,0,جی امی، ابھی ہی کھانے کا سامان تیار ہو جائے گا، فیرک۔ آئ,2,2,2,2,0,0,سارا، اپ کی ہدایت بہت مفید ہے۔,1,1,1,1,0,0,جی، آج سب کام پہلے سے مکمل کر لوٹے تاکہ آج رات آرام سے سوئے۔,2,2,2,2,0,0
221,بزرگ,نوجوان,High,ایک بزرگ آپ کو ایک معمولی کام انجام دینے کی ہدایت دے رہے ہیں۔,دروازہ بند کر دو۔,جی، ابھی دروازہ بند کر دیتا ہوں۔,2,2,2,2,0,1,جی، اب آئندھارہ بند کر لوں گا۔,2,2,2,2,0,1,جی، آپ کی بہت۔ پھر بھی اگر کسی معاملے میں نیاز پڑی تو مجھ سے,2,2,2,2,0,0,جی ارجمند، میں فوراً یہ کام مکمل کر دیتا ہوں۔ آپ کی بہت مہربانی,3,3,3,3,0,0
222,دوست,دوست,Low,آپ نے اپنے دوست سے مدد مانگی تھی، لیکن اس نے بے رخی سے جواب دیا۔,خود ہی کر لو، میرے پاس وقت نہیں ہے۔,ٹھیک ہے یار، کوئی بات نہیں، خود ہی کر لیتا ہوں۔,3,3,3,3,0,0,ارے یار، تم آئندہ ایسا نہ کریں۔,3,3,3,3,0,0,جواب دیجیے، آپ کی بہت مہربانی، مگر میرے پڑھتے ہیں کہ آپ,2,2,2,2,0,0,ارے یار، تم بہت بے رکین ہو۔ چلو، میں خود ہی کام مکمل کر دیت,3,3,3,3,0,0
223,استاد,طالب علم,Medium,استاد کلاس میں نظم و ضبط برقرار رکھنے کے لیے ایک طالب علم کو سختی سے خاموش رہنے کا کہہ رہے ہیں۔,خاموش رہو۔,جی سر، معذرت چاہتا ہوں، آئندہ اس بات کا خیال رکھوں گا۔,2,2,2,2,0,0,جی، خاموش رہو۔ آئندہ مزید اِس طرح کی غلطی نہ کریں۔,2,2,2,2,0,0,استاد، معذرت چاہتا ہوں، میں نے غلطی کر دی۔ ابھی میں سن ر�,2,2,2,2,0,0,استاد جان، میرے لیے بہت دشوار ہے، میں سنبھال لوں گا۔,2,2,2,2,0,0
224,ساتھی,ساتھی,Medium,ایک ساتھی مشترکہ کام کی تقسیم کرتے ہوئے آپ کو ایک مخصوص حصہ سنبھالنے کی ذمہ داری دے رہا ہے۔,آپ یہ حصہ سنبھال لیں۔,ضرور، میں یہ کام سنبھال لیتا ہوں۔,4,4,4,4,0,0,جی، میں یہ حصہ سنبھال لوں گا۔ آپ فکر نہ کریں، میں اسے بہ,4,4,4,4,0,0,جی، میں سنبھال لوں گا۔,3,3,3,3,0,0,جی، میں ان حصوں پر سنبھال لوں گا۔,3,3,3,3,0,0
225,بھائی,بہن,Medium,بھائی حفاظت کے پیش نظر آپ کو باہر جانے سے روک رہا ہے۔,ابھی باہر مت جاؤ۔,اچھا، نہیں جاتی، لیکن مجھے جانا ضروری تھا۔,3,3,3,3,0,0,بھائی، آپ کی بہت مہربانی، میں فوراً اندر آ گیا۔ ابھی آگے سوچ کر می,3,3,3,3,0,0,جی، بھائی، آپ زحمت۔ میں تھوڑی دیر مزید رہ جاؤں گا۔,2,2,2,2,0,0,بھائی، تمہارا فکر نہ کریں، ابھی جاؤ، میرے لیے بہت اہم ک,2,2,2,2,0,0
226,دوست,دوست,Low,آپ کے دوست نے اپنی مصروفیات کے باوجود آپ کی مدد کے لیے وقت نکالا ہے۔,یار، میں نے آج  تمہارا کام مکمل کر دیا۔,یار، تمہارا دل سے شکریہ، تم نے واقعی میرے لیے بہت وقت نکالا۔,2,2,2,2,0,0,بہت شکریہ یار! تمہاری مدد سے میرا کام جلدی مکمل ہو گیا۔ اس کے,2,2,2,2,0,0,شکریہ یار! آپ کی تلاش کی جلدی میرے لیے بہت اہم تھی۔,3,3,3,3,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔,2,2,2,2,0,0
227,دوست,دوست,Low,آپ کا دوست آپ کی غیر موجودگی میں آپ کے لیے نوٹس لے آیا ہے۔,میں تمہارے لیے نوٹس لے آیا ہوں۔,بہت شکریہ یار، تم نے میری بڑی مدد کر دی۔,2,2,2,2,0,0,بہت شکریہ! آئندہ آپ کی فکر رکھ لوں گا۔,2,2,2,2,0,0,بہت شکریہ! آپ کی بہت مہربانی۔,2,2,2,2,0,0,ارے یار، تم آ گئے، میں تمہاری وجہ سے کلاس میں مشکل میں ہوں,2,2,2,2,0,0
228,والد,بیٹا,High,آپ کے والد نے آپ کا ایک ضروری کام مکمل کر دیا ہے۔,میں تمہارے ضروری کاغذات دفتر جا کر جمع کرا آیا ہوں۔,بہت شکریہ ابو، آپ نے میری بڑی مشکل آسان کر دی۔,3,3,3,3,0,0,آبaji، میں سارا دن کام میں مصروف تھا، ابھی آگئے ہوں۔ آپ کی ب�,3,3,3,3,0,0,بہت شکریہ! آپ کی تھوڑی دلچسپی۔,2,2,2,2,0,0,بہت شکریہ۔ آپ کی بہت مہربانی۔,2,2,2,2,0,0
229,والدہ,بیٹی,High,والدہ بیماری کے دوران آپ کی دیکھ بھال کے لیے جاگتی رہی ہیں۔,بیٹا، میں کل رات تمہارے پاس ہی تھی تاکہ تمہیں کسی چیز کی ضرورت نہ ہو۔,امی، آپ کا بہت شکریہ، آپ نے میرا بہت خیال رکھا۔,2,2,2,2,0,0,جی امی، آپ کی رہنمائی میرے لیے کافی ہے۔,2,2,2,2,0,0,جی امی، تمہاری بہت مہربانی، میری بہن/بہنوں کی ضرورت نہ ہ,2,2,2,2,0,0,بہت شکریہ امی! آپ کی فکر اور دیکھ بھال سے میرا دل بہت خوش ہے�,3,3,3,3,0,0
230,استاد,طالب علم,Medium,استاد نے آپ کی تعلیمی مدد کے لیے اضافی وقت دیا ہے۔,امید ہے اب تمہیں یہ موضوع اچھی طرح سمجھ آ گیا ہوگا۔,سر، آپ کا بہت شکریہ، آپ کی مدد سے مجھے یہ موضوع اچھی طرح سمجھ آ گیا۔,3,3,3,3,0,0,آئندہ ہے، اس کے بارے میں تمہاری بہت مہربانی۔ اب پہلے سے ب,3,3,3,3,0,0,جی استاد، اب میں یہ موضوع اچھی طرح سمجھ گیا ہوں۔ آپ کی بہت مہربانی,3,3,3,3,0,0,جی، اس سب کی وجہ سے میرी بہت مہربانی۔,4,4,4,4,0,0
231,طالب علم,استاد,High,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,2,2,2,2,0,0,جی، اگر ضرورت پڑی تو آئندہ ضرور آؤ گا۔,2,2,2,2,0,0,استاد صاحب، آپ کی بہت مہربانی۔ اگر ضرورت پڑی تو میں ضرور آپ سے مدد لے لو,2,2,2,2,0,0,جی استاد، میرے لیے بہت مہربانی، اب تک میں سارا کام جلدی میں,2,2,2,2,0,0
232,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,2,2,2,2,0,0,بہت شکریہ! آپ کی مدد سے میرا کام جلدی مکمل ہو گیا، اس کے لیے دل س,2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ آئندہ بھی ضرورت پڑی تو آپ کی مدد سنبھال لو�,3,3,3,3,0,0,آپ کی بہت مبارک ہو۔ مجھ سے کہ لو، دل سے شکریہ！,3,3,3,3,0,0
233,دوست,دوست,Low,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,1,1,1,1,0,0,ارے یار، تمہاری بہت مہربانی، اس کے لیے دل سے تمہارا بہت شک,1,1,1,1,0,0,بہت شکریہ! تمہاری بہت مددگاری۔,3,3,3,3,0,0,جی، میں نے دیکھا ہے۔ آپ کی اسائنمنٹ اب مکمل ہو چکی ہے,3,3,3,3,0,0
234,سینئر,جونیئر,High,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,2,2,2,2,0,0,بہت شک، آپ کی رہنمائی میرے لیے بہت اہم ہے۔,2,2,2,2,0,0,شکریہ! آپ کی تجاویز کا بہت مہربانی۔,3,3,3,3,0,0,سر، آپ کی بات سے میرا دل بہت خوش ہوا۔ آپ کی رہنمائی سے میں بہتر,3,3,3,3,0,0
235,بزرگ رشتہ دار,نوجوان,High,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔,4,4,4,4,0,0,آئندہ کرامت! آپ کی دعائیں ہیں، میری بھی۔,4,4,4,4,0,0,بہت شکریہ۔ آپ کی رہنمائی میرے لیے بہت اہم ہے۔,2,2,2,2,0,0,سر، آپ کی دعائیں میرے لیے بہت اہم ہیں۔ آپ کی رہنمائی س�,3,3,3,3,0,0
236,دوست,دوست,Low,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!,3,3,3,3,0,0,بہت شکریہ یار! چائے لاکر تمہاری بہت مہربانی۔ آگے ضرورت پ,3,3,3,3,0,0,بہت شکریہ! آئندہ ضرور یہ کام تم کریں گے۔,3,3,3,3,0,0,بہت شکریہ! تمہاری بہت مہربانی۔,2,2,2,2,0,0
237,دوست,دوست,Low,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,آخرکار تمہارا کام کر ہی آیا ہوں۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔,2,2,2,2,0,0,جی، آج رات تمہاری مدد سے میں سارا کام مکمل ہو گیا ہے۔,2,2,2,2,0,0,ارے یار، سوری! مجھ سے واقعی غلطی ہو گئی، میں نے تھوڑی دیر,2,2,2,2,0,0,جی، مجھ سے پہلے ڈونس لوگ ہی آ گئے تھے۔,2,2,2,2,0,0
238,افسر,ملازم,High,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔,3,3,3,3,0,0,بہت شکریہ سر! آپ کی مہربانی سے مجھے دوبارہ سیکھنے کا موقع مل گیا,3,3,3,3,0,0,جی، آپ کی ضرورت پر۔ ابھی فکر نہ کرte۔,3,3,3,3,0,0,افسر کی بہت مہربانی۔ اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ,2,2,2,2,0,0
239,ساتھی,ساتھی,Medium,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔,2,2,2,2,0,0,ارے یار، تمہاری بہت مہربانی! اس کے لیے دل سے تمہارا بہت شک,2,2,2,2,0,0,جی، تمہارا کام بہت زیادہ وقت کی وجہ سے بھی مکمل کر لیتا تھا۔,3,3,3,3,0,0,بہت شکریہ۔ ان شاء اللہ آئندہ میں بھی SUCH تمہاری مدد لے لوں,3,3,3,3,0,0
240,بھائی,بہن,Medium,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔,3,3,3,3,0,0,بہنی، تمہاری بہت مہربانی، اس کے لیے دل سے تمہارا بہت شکری,3,3,3,3,0,0,بہن، آپ کی رہنمائی سے میرے لیے یہ سب ممکن ہو گیا۔,3,3,3,3,0,1,بہن، تمہاری بہت مہربانی، میرے لیے ڈال لوٹ کرنے کی ضرورت نہی,2,2,2,2,0,0
241,دوست,دوست,Low,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔,3,3,3,3,0,0,بہت شک، تمہاری بہت مہربانی۔,3,3,3,3,0,0,بہت شکریہ یار! اگر ضرورت ہو تھوڑی بہت مدد کر لو، میرے ل,3,3,3,3,0,0,شکریہ یار، میں سارا کام مکمل کر لوں گا پھر اگر ضرورت ہو تو ضرور تمہاری مدد,3,3,3,3,0,0
242,دوست,دوست,Low,آپ کا دوست کام میں آپ کی مدد کی پیشکش کر رہا ہے۔,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔,3,3,3,3,0,0,بہت شکریہ۔ آپ زحمت نہ کریں۔,3,3,3,3,0,0,بہت شکریہ! ابھی میں یہ کام نہ کروں گا، آپ سنبھال لو گا,3,3,3,3,0,0,بہت شکریہ یار، آپ کی بہت مہربانی۔ چلو، آپ زحمت نہ کریں، می�,3,3,3,3,0,0
243,جونیئر,سینئر,Medium,آپ کا جونیئر احترام کے ساتھ آپ کو مدد کی پیشکش کر رہا ہے تاکہ آپ کا کام آسان ہو جائے۔,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔,3,3,3,3,0,0,بہت شکریہ! آپ کی بہت مہربانی۔ اگر ممکن ہو تو آپ جاں بحق کریں، ا,3,3,3,3,0,0,جان جونیار، تمہاری بہت مہربانی، میں نے اس کام کا فکر نہ کی۔,2,2,2,2,0,0,بہت شک، آپ فکر نہ کریں۔ آج مجھے اضافی وقت مل گیا ہے، اس کا فائد�,3,3,3,3,0,0
244,جونیئر,سینئر,Medium,آپ نے دیکھا کہ آپ کے سینئر پر کام کا دباؤ ہے، اس لیے آپ احترام کے ساتھ مدد کی پیشکش کر رہے ہیں۔,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔,2,2,2,2,0,0,جی، آپ کی مدد بہت معاملہ۔ آئندہ آپ کی فکر میرے ذمہ۔,2,2,2,2,0,0,جی، آپ کی مدد کا شکریہ۔ اگر آپ فکر نہ کرتے تھے، میرے لیے,3,3,3,3,0,0,سر، آپ کی بہت مہربانی۔ اگر ممکن ہو تو آپ کی مدد سے یہ کام جلدی مکمل ہ,3,3,3,3,0,0
245,کزن,کزن,Low,آپ کا کزن آپ کی مدد کے لیے اپنی گاڑی دینے کی پیشکش کر رہا ہے۔,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔,2,2,2,2,0,0,سر، آپ کی بہت مہربانی، مگر میں سوری کرنا چاہتا ہوں۔ آپ زحمت,2,2,2,2,0,0,بہت شکریہ یار، آپ کی بہت مہربانی۔,2,2,2,2,0,0,بہت مبارک ہو! تمہاری بہت مہربانی، مگر میں یہی معاملہ نہ کرو,3,3,3,3,0,0
246,کزن,کزن,Low,آپ کا کزن بار بار آپ کی مدد کرنے پر اصرار کر رہا ہے، حالانکہ آپ کئی بار انکار کر چکے ہیں۔,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔,3,3,3,3,0,0,جی یار، اب تک میں نے انکار کر لیا ہے، بلکہ یہی میرا فکر,3,3,3,3,0,0,ارے کزن، آپ زحمت نہ کریں۔ میں نے واقعی میں یہ کام خود مکمل کر لوں گ,3,3,3,3,0,0,بھائی، سوری! مجھ سے واقعی غلطی ہو گئی۔ میں نے کہا نہی�,3,3,3,3,0,0
247,پڑوسی,پڑوسی,Medium,آپ کا پڑوسی شادی کی تقریبات میں آپ کی مدد کرنے کی پیشکش کر رہا ہے۔,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔,3,3,3,3,0,0,بہت شکریہ، آپ کی مہربانی اپنی جگہ۔,3,3,3,3,0,0,شکریہ یار! تمہاری بہت مہربانی، مگر میرے لیے ابھی ضرورत ن,3,3,3,3,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔ اگر ضرورت پڑی تو ضرور تُما�,3,3,3,3,0,0
248,طالب علم,استاد,Medium,آپ استاد کی مدد کرنے کی پیشکش کر رہے ہیں۔,سر، میں یہ کتابیں آپ کے دفتر رکھ آتا ہوں۔,بیٹا، بہت شکریہ، میں خود سنبھال لوں گا۔,3,3,3,3,0,0,بہت شکریہ۔ آئندہ ضرورت پڑی تو ضرور آپ سے مدد لے لوں گا۔,3,3,3,3,0,0,جی، اس کام کے لیے شکریہ۔ آئندہ کی بہتیا۔,2,2,2,2,0,0,جی، میں ضرور مدد کر دوں گا۔ آپ سوچئے، کیا میں کسی خاص کام میں آپ کی مدد چ,3,3,3,3,0,0
249,والد,بیٹا,High,آپ کے والد بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، جبکہ آپ خود کام کرنا چاہتے ہیں۔,میں نے کہا نا، یہ کام میں کر دوں گا، تم فکر نہ کرو۔,ابو، آپ کا بہت شکریہ، لیکن واقعی اس کی ضرورت نہیں، میں سنبھال لوں گا۔,3,3,3,3,0,0,آپی، آپ زحمت نہ کریں۔ میں سنبھال لوں گا۔,3,3,3,3,0,0,آپ کی بہت مہربانی، میں بھی کام کر لوں گا، اب تک میں نہیں,3,3,3,3,0,1,والد جان، میں سارا کام خود مکمل کر لوں گا، آپ بس آرام کریں۔ آپ کی بہت مہربانی�,4,4,4,4,0,0
250,والدہ,بیٹی,High,آپ کی والدہ آپ کا بوجھ کم کرنے کی پیشکش کر رہی ہیں۔,بیٹا، اگر تم تھک گئی ہو تو میں یہ کام کر دیتی ہوں۔,امی، آپ کی بہت مہربانی، لیکن میں خود کر لوں گی۔,3,3,3,3,0,0,والدہ جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام خود,3,3,3,3,0,0,والدین، تمہاری بہت مہربانی، میں چلو جان، آپ فکر نہ کریں۔,3,3,3,3,0,1,جی امی، آپ زحمت نہ کریں۔ میں یہی کر لوں گی۔,4,4,4,4,0,0
